wavelength,polarizability
1142.8,-775.706
1142.9,-783.675
1143.0,-791.796
1143.1,-800.075
1143.2,-808.5189999999999
1143.3,-817.1360000000001
1143.4,-825.935
1143.5,-834.925
1143.6,-844.113
1143.7,-853.5110000000001
1143.8,-863.128
1143.9,-872.9739999999999
1144.0,-883.062
1144.1,-893.404
1144.2,-904.0110000000001
1144.3,-914.8989999999999
1144.4,-926.08
1144.5,-937.571
1144.6,-949.388
1144.7,-961.548
1144.8,-974.069
1144.9,-986.9730000000001
1145.0,-1000.28
1145.1,-1014.013
1145.2,-1028.197
1145.3,-1042.857
1145.4,-1058.024
1145.5,-1073.726
1145.6,-1089.998
1145.7,-1106.875
1145.8,-1124.396
1145.9,-1142.604
1146.0,-1161.5439999999999
1146.1,-1181.266
1146.2,-1201.825
1146.3,-1223.281
1146.4,-1245.6989999999998
1146.5,-1269.15
1146.6,-1293.715
1146.7,-1319.481
1146.8,-1346.5439999999999
1146.9,-1375.0120000000002
1147.0,-1405.004
1147.1,-1436.654
1147.2,-1470.111
1147.3,-1505.5420000000001
1147.4,-1543.1370000000002
1147.5,-1583.109
1147.6,-1625.7020000000002
1147.7,-1671.192
1147.8,-1719.896
1147.9,-1772.181
1148.0,-1828.469
1148.1,-1889.2520000000002
1148.2,-1955.106
1148.3,-2026.711
1148.4,-2104.8720000000003
1148.5,-2190.552
1148.6,-2284.9139999999998
1148.7,-2389.371
1148.8,-2505.661
1148.9,-2635.947
1149.0,-2782.95
1149.1,-2950.1490000000003
1149.2,-3142.0570000000002
1149.3,-3364.64
1149.4,-3625.954
1149.5,-3937.1440000000002
1149.6,-4314.085999999999
1149.7,-4780.195
1149.8,-5371.496999999999
1149.9,-6146.4490000000005
1150.0,-7206.61
1150.1,-8745.337
1150.2,-11181.813
1150.3,-15626.635
1150.4,-26307.792
1150.5,-87242.53300000001
1150.6,63779.095
1150.7,23020.93
1150.8,13919.04
1150.9,9908.436
1151.0,7650.543000000001
1151.1,6202.191
1151.2,5194.005
1151.3,4451.662
1151.4,3882.155
1151.5,3431.33
1151.6,3065.52
1151.7,2762.6890000000003
1151.8,2507.813
1151.9,2290.294
1152.0,2102.4410000000003
1152.1,1938.5420000000001
1152.2,1794.259
1152.3,1666.245
1152.4,1551.872
1152.5,1449.0479999999998
1152.6,1356.09
1152.7,1271.626
1152.8,1194.526
1152.9,1123.853
1153.0,1058.822
1153.1,998.7719999999999
1153.2,943.1389999999999
1153.3,891.444
1153.4,843.2710000000001
1153.5,798.265
1153.6,756.113
1153.7,716.544
1153.8,679.32
1153.9,644.232
