wavelength,polarizability
1431.9,-134.94299999999998

1432.9,-235.62900000000008

1433.9,-324.95200000000006

1434.9,-404.73800000000006

1435.9,-476.44899999999996

1430.1,82.72899999999993

1436.9,-541.269

1437.9,-600.165

1438.9,-653.9359999999999

1439.4,-679.111

1439.9,-703.246

1440.4,-726.4069999999999

1440.9,-748.655

1441.9,-790.634

1442.4,-810.465

1442.9,-829.5849999999999

1443.9,-865.8499999999999

1444.4,-883.0709999999999

1444.9,-899.7270000000001

1445.4,-915.851

1445.9,-931.47

1446.9,-961.3029999999999

1447.9,-989.42

1448.9,-1015.9910000000001

1449.4,-1028.745

1450.4,-1053.274

1451.9,-1087.853

1452.9,-1109.585

1453.9,-1130.374

1463.8,-1300.014

1464.3,-1307.3490000000002

1464.8,-1314.6009999999999

1465.3,-1321.775

1465.8,-1328.873

1466.8,-1342.8609999999999

1467.3,-1349.7559999999999

1467.8,-1356.591

1468.8,-1370.0900000000001

1469.8,-1383.381

1473.6,-1432.397

1470.8,-1396.489

1471.8,-1409.435

1467.4,-1351.128

1468.9,-1371.4279999999999

1469.0,-1372.7640000000001

1470.0,-1386.0169999999998

1471.0,-1399.09

1472.0,-1412.007

1473.0,-1424.7869999999998

1483.9,-1560.442

1475.0,-1450.0149999999999

1476.0,-1462.502

1477.0,-1474.9279999999999

1478.0,-1487.312

1482.0,-1536.768

1483.0,-1549.201

1484.0,-1561.696

1485.0,-1574.272

1486.0,-1586.9479999999999

1487.0,-1599.745

1493.0,-1680.274

1494.0,-1694.558

1495.0,-1709.168

1496.0,-1724.1399999999999

1497.0,-1739.5149999999999

1498.0,-1755.335

1499.0,-1771.6490000000001

1500.0,-1788.513

1501.0,-1805.987

1502.0,-1824.141

1503.0,-1843.054

1504.0,-1862.815

1506.6,-1918.9650000000001

1507.6,-1942.7740000000003

1508.6,-1968.076

1509.6,-1995.087

1510.6,-2024.0700000000002

1511.6,-2055.34

1512.6,-2089.284

1513.6,-2126.381

1514.6,-2167.2340000000004

1515.6,-2212.606

1516.6,-2263.484

1517.1,-2291.379

1517.6,-2321.169

1518.6,-2387.401

1518.8,-2401.871

1519.6,-2464.582

1520.6,-2556.099

1521.6,-2666.911

1522.6,-2804.5640000000003

1523.6,-2981.142

1524.6,-3217.286

1525.6,-3551.385

1528.8,-7638.115

1529.8,-20757.767

1530.8,13781.953999999998

1531.8,3747.7780000000007

1532.8,1575.728

1526.6,-4063.9040000000005

1527.6,-4956.759

1528.6,-6921.416

1529.6,-14905.677000000001

1530.6,22659.516

1533.8,622.014

1531.6,4566.6269999999995

1540.3,-998.76

1540.8,-1044.138

1533.6,767.6610000000002

1534.6,171.5859999999999

1535.6,-205.28000000000003

1536.6,-466.549

1537.6,-659.447

1538.6,-808.5830000000001

1539.6,-928.038

1540.1,-979.471

1550.5,-1537.379

1551.6,-1571.979

1552.5,-1598.848

1544.6,-1298.26

1545.1,-1323.667

1546.6,-1392.749

1547.6,-1433.918

1548.6,-1471.958

1549.6,-1507.385

1559.6,-1781.585

1560.1,-1793.1979999999999

1560.6,-1804.71

1561.6,-1827.4629999999997

1563.5,-1869.898

1564.5,-1891.9189999999999

1565.5,-1913.79

1566.5,-1935.5549999999998

1562.6,-1849.9099999999999

1568.8,-1985.435

1569.8,-2007.132

1570.3,-2018.0

1570.8,-2028.885

1571.8,-2050.727

1572.8,-2072.689

1573.8,-2094.8

1574.8,-2117.091

1575.3,-2128.312

1575.8,-2139.589

1576.8,-2162.3239999999996

1577.8,-2185.322

1578.8,-2208.613

1579.8,-2232.2250000000004

1580.3,-2244.1600000000003

1580.8,-2256.1850000000004

1581.8,-2280.5229999999997

1582.8,-2305.268

1583.8,-2330.448

1584.8,-2356.098

1585.3,-2369.107

1585.8,-2382.245

1586.8,-2408.925

1587.8,-2436.1710000000003

1588.8,-2464.0170000000003

1589.8,-2492.502

1590.3,-2506.995

1590.8,-2521.6639999999998

1591.3,-2536.5099999999998

1588.6,-2458.397

1589.6,-2486.752

1590.1,-2501.177

1591.4,-2539.502

1592.0,-2557.6079999999997

1593.0,-2588.405

1594.0,-2620.015

1595.0,-2652.49

1596.0,-2685.878

1597.0,-2720.234

1598.0,-2755.616

1599.0,-2792.087

1600.0,-2829.71

1576.5,-2155.477

1583.5,-2322.846

1456.5,-1180.5900000000001

1458.5,-1216.039

1461.5,-1265.092

1462.5,-1280.528

1463.5,-1295.571

1464.0,-1302.958

1100.0,-1619.5439999999999

1100.1,-1623.594

1100.5,-1640.069

1100.6,-1644.2640000000001

1101.6,-1688.422

1101.0,-1661.4070000000002

1101.9,-1702.6370000000002

1101.1,-1665.7939999999999

1102.6,-1738.076

1102.9,-1754.4160000000002

1102.5,-1732.795

1102.0,-1707.495

1102.1,-1712.4159999999997

1103.6,-1795.8739999999998

1103.0,-1760.0390000000002

1103.5,-1789.632

1102.4,-1727.5910000000001

1103.1,-1765.755

1104.1,-1828.949

1104.4,-1850.472

1104.6,-1865.62

1104.9,-1889.679

