wavelength,polarizability,Uncertainty
600,-335.04,1.02
600.01,-335.07,1.02
600.02,-335.09,1.02
600.03,-335.11,1.02
600.04,-335.14,1.02
600.05,-335.16,1.02
600.06,-335.18,1.02
600.07,-335.2,1.02
600.08,-335.23,1.02
600.09,-335.25,1.02
600.1,-335.27,1.02
600.11,-335.3,1.02
600.12,-335.32,1.02
600.13,-335.34,1.02
600.14,-335.37,1.02
600.15,-335.39,1.02
600.16,-335.41,1.02
600.17,-335.43,1.02
600.18,-335.46,1.02
600.19,-335.48,1.02
600.2,-335.5,1.02
600.21,-335.53,1.02
600.22,-335.55,1.02
600.23,-335.57,1.02
600.24,-335.6,1.02
600.25,-335.62,1.02
600.26,-335.64,1.02
600.27,-335.66,1.02
600.28,-335.69,1.02
600.29,-335.71,1.02
600.3,-335.73,1.02
600.31,-335.76,1.02
600.32,-335.78,1.02
600.33,-335.8,1.02
600.34,-335.83,1.02
600.35,-335.85,1.03
600.36,-335.87,1.03
600.37,-335.89,1.03
600.38,-335.92,1.03
600.39,-335.94,1.03
600.4,-335.96,1.03
600.41,-335.99,1.03
600.42,-336.01,1.03
600.43,-336.03,1.03
600.44,-336.06,1.03
600.45,-336.08,1.03
600.46,-336.1,1.03
600.47,-336.13,1.03
600.48,-336.15,1.03
600.49,-336.17,1.03
600.5,-336.19,1.03
600.51,-336.22,1.03
600.52,-336.24,1.03
600.53,-336.26,1.03
600.54,-336.29,1.03
600.55,-336.31,1.03
600.56,-336.33,1.03
600.57,-336.36,1.03
600.58,-336.38,1.03
600.59,-336.4,1.03
600.6,-336.43,1.03
600.61,-336.45,1.03
600.62,-336.47,1.03
600.63,-336.49,1.03
600.64,-336.52,1.03
600.65,-336.54,1.03
600.66,-336.56,1.03
600.67,-336.59,1.03
600.68,-336.61,1.03
600.69,-336.63,1.03
600.7,-336.66,1.03
600.71,-336.68,1.03
600.72,-336.7,1.03
600.73,-336.73,1.03
600.74,-336.75,1.03
600.75,-336.77,1.03
600.76,-336.8,1.03
600.77,-336.82,1.03
600.78,-336.84,1.03
600.79,-336.86,1.03
600.8,-336.89,1.03
600.81,-336.91,1.03
600.82,-336.93,1.03
600.83,-336.96,1.03
600.84,-336.98,1.03
600.85,-337,1.03
600.86,-337.03,1.03
600.87,-337.05,1.03
600.88,-337.07,1.03
600.89,-337.1,1.03
600.9,-337.12,1.03
600.91,-337.14,1.03
600.92,-337.17,1.03
600.93,-337.19,1.03
600.94,-337.21,1.03
600.95,-337.23,1.03
600.96,-337.26,1.03
600.97,-337.28,1.03
600.98,-337.3,1.03
600.99,-337.33,1.03
601,-337.35,1.03
601.01,-337.37,1.03
601.02,-337.4,1.03
601.03,-337.42,1.03
601.04,-337.44,1.03
601.05,-337.47,1.03
601.06,-337.49,1.03
601.07,-337.51,1.03
601.08,-337.54,1.03
601.09,-337.56,1.03
601.1,-337.58,1.03
601.11,-337.61,1.03
601.12,-337.63,1.03
601.13,-337.65,1.03
601.14,-337.67,1.03
601.15,-337.7,1.03
601.16,-337.72,1.03
601.17,-337.74,1.03
601.18,-337.77,1.03
601.19,-337.79,1.03
601.2,-337.81,1.03
601.21,-337.84,1.03
601.22,-337.86,1.03
601.23,-337.88,1.03
601.24,-337.91,1.03
601.25,-337.93,1.03
601.26,-337.95,1.03
601.27,-337.98,1.03
601.28,-338,1.03
601.29,-338.02,1.03
601.3,-338.05,1.03
601.31,-338.07,1.03
601.32,-338.09,1.03
601.33,-338.12,1.03
601.34,-338.14,1.03
601.35,-338.16,1.03
601.36,-338.19,1.03
601.37,-338.21,1.03
601.38,-338.23,1.03
601.39,-338.26,1.03
601.4,-338.28,1.03
601.41,-338.3,1.03
601.42,-338.32,1.03
601.43,-338.35,1.03
601.44,-338.37,1.03
601.45,-338.39,1.03
601.46,-338.42,1.03
601.47,-338.44,1.03
601.48,-338.46,1.03
601.49,-338.49,1.03
601.5,-338.51,1.03
601.51,-338.53,1.03
601.52,-338.56,1.03
601.53,-338.58,1.03
601.54,-338.6,1.03
601.55,-338.63,1.03
601.56,-338.65,1.03
601.57,-338.67,1.03
601.58,-338.7,1.03
601.59,-338.72,1.03
601.6,-338.74,1.03
601.61,-338.77,1.03
601.62,-338.79,1.03
601.63,-338.81,1.03
601.64,-338.84,1.03
601.65,-338.86,1.03
601.66,-338.88,1.03
601.67,-338.91,1.03
601.68,-338.93,1.03
601.69,-338.95,1.03
601.7,-338.98,1.03
601.71,-339,1.03
601.72,-339.02,1.03
601.73,-339.05,1.03
601.74,-339.07,1.03
601.75,-339.09,1.03
601.76,-339.12,1.03
601.77,-339.14,1.03
601.78,-339.16,1.03
601.79,-339.19,1.03
601.8,-339.21,1.03
601.81,-339.23,1.03
601.82,-339.26,1.03
601.83,-339.28,1.03
601.84,-339.3,1.03
601.85,-339.33,1.03
601.86,-339.35,1.03
601.87,-339.37,1.03
601.88,-339.4,1.03
601.89,-339.42,1.03
601.9,-339.44,1.03
601.91,-339.47,1.04
601.92,-339.49,1.04
601.93,-339.51,1.04
601.94,-339.54,1.04
601.95,-339.56,1.04
601.96,-339.58,1.04
601.97,-339.61,1.04
601.98,-339.63,1.04
601.99,-339.65,1.04
602,-339.68,1.04
602.01,-339.7,1.04
602.02,-339.72,1.04
602.03,-339.75,1.04
602.04,-339.77,1.04
602.05,-339.79,1.04
602.06,-339.82,1.04
602.07,-339.84,1.04
602.08,-339.86,1.04
602.09,-339.89,1.04
602.1,-339.91,1.04
602.11,-339.93,1.04
602.12,-339.96,1.04
602.13,-339.98,1.04
602.14,-340,1.04
602.15,-340.03,1.04
602.16,-340.05,1.04
602.17,-340.07,1.04
602.18,-340.1,1.04
602.19,-340.12,1.04
602.2,-340.14,1.04
602.21,-340.17,1.04
602.22,-340.19,1.04
602.23,-340.21,1.04
602.24,-340.24,1.04
602.25,-340.26,1.04
602.26,-340.28,1.04
602.27,-340.31,1.04
602.28,-340.33,1.04
602.29,-340.35,1.04
602.3,-340.38,1.04
602.31,-340.4,1.04
602.32,-340.42,1.04
602.33,-340.45,1.04
602.34,-340.47,1.04
602.35,-340.49,1.04
602.36,-340.52,1.04
602.37,-340.54,1.04
602.38,-340.56,1.04
602.39,-340.59,1.04
602.4,-340.61,1.04
602.41,-340.63,1.04
602.42,-340.66,1.04
602.43,-340.68,1.04
602.44,-340.7,1.04
602.45,-340.73,1.04
602.46,-340.75,1.04
602.47,-340.77,1.04
602.48,-340.8,1.04
602.49,-340.82,1.04
602.5,-340.85,1.04
602.51,-340.87,1.04
602.52,-340.89,1.04
602.53,-340.92,1.04
602.54,-340.94,1.04
602.55,-340.96,1.04
602.56,-340.99,1.04
602.57,-341.01,1.04
602.58,-341.03,1.04
602.59,-341.06,1.04
602.6,-341.08,1.04
602.61,-341.1,1.04
602.62,-341.13,1.04
602.63,-341.15,1.04
602.64,-341.17,1.04
602.65,-341.2,1.04
602.66,-341.22,1.04
602.67,-341.24,1.04
602.68,-341.27,1.04
602.69,-341.29,1.04
602.7,-341.31,1.04
602.71,-341.34,1.04
602.72,-341.36,1.04
602.73,-341.38,1.04
602.74,-341.41,1.04
602.75,-341.43,1.04
602.76,-341.45,1.04
602.77,-341.48,1.04
602.78,-341.5,1.04
602.79,-341.53,1.04
602.8,-341.55,1.04
602.81,-341.57,1.04
602.82,-341.6,1.04
602.83,-341.62,1.04
602.84,-341.64,1.04
602.85,-341.67,1.04
602.86,-341.69,1.04
602.87,-341.71,1.04
602.88,-341.74,1.04
602.89,-341.76,1.04
602.9,-341.78,1.04
602.91,-341.81,1.04
602.92,-341.83,1.04
602.93,-341.85,1.04
602.94,-341.88,1.04
602.95,-341.9,1.04
602.96,-341.92,1.04
602.97,-341.95,1.04
602.98,-341.97,1.04
602.99,-342,1.04
603,-342.02,1.04
603.01,-342.04,1.04
603.02,-342.07,1.04
603.03,-342.09,1.04
603.04,-342.11,1.04
603.05,-342.14,1.04
603.06,-342.16,1.04
603.07,-342.18,1.04
603.08,-342.21,1.04
603.09,-342.23,1.04
603.1,-342.25,1.04
603.11,-342.28,1.04
603.12,-342.3,1.04
603.13,-342.33,1.04
603.14,-342.35,1.04
603.15,-342.37,1.04
603.16,-342.4,1.04
603.17,-342.42,1.04
603.18,-342.44,1.04
603.19,-342.47,1.04
603.2,-342.49,1.04
603.21,-342.51,1.04
603.22,-342.54,1.04
603.23,-342.56,1.04
603.24,-342.58,1.04
603.25,-342.61,1.04
603.26,-342.63,1.04
603.27,-342.65,1.04
603.28,-342.68,1.04
603.29,-342.7,1.04
603.3,-342.73,1.04
603.31,-342.75,1.04
603.32,-342.77,1.04
603.33,-342.8,1.04
603.34,-342.82,1.04
603.35,-342.84,1.04
603.36,-342.87,1.04
603.37,-342.89,1.04
603.38,-342.91,1.04
603.39,-342.94,1.04
603.4,-342.96,1.04
603.41,-342.99,1.04
603.42,-343.01,1.04
603.43,-343.03,1.04
603.44,-343.06,1.04
603.45,-343.08,1.05
603.46,-343.1,1.05
603.47,-343.13,1.05
603.48,-343.15,1.05
603.49,-343.17,1.05
603.5,-343.2,1.05
603.51,-343.22,1.05
603.52,-343.24,1.05
603.53,-343.27,1.05
603.54,-343.29,1.05
603.55,-343.32,1.05
603.56,-343.34,1.05
603.57,-343.36,1.05
603.58,-343.39,1.05
603.59,-343.41,1.05
603.6,-343.43,1.05
603.61,-343.46,1.05
603.62,-343.48,1.05
603.63,-343.5,1.05
603.64,-343.53,1.05
603.65,-343.55,1.05
603.66,-343.58,1.05
603.67,-343.6,1.05
603.68,-343.62,1.05
603.69,-343.65,1.05
603.7,-343.67,1.05
603.71,-343.69,1.05
603.72,-343.72,1.05
603.73,-343.74,1.05
603.74,-343.77,1.05
603.75,-343.79,1.05
603.76,-343.81,1.05
603.77,-343.84,1.05
603.78,-343.86,1.05
603.79,-343.88,1.05
603.8,-343.91,1.05
603.81,-343.93,1.05
603.82,-343.95,1.05
603.83,-343.98,1.05
603.84,-344,1.05
603.85,-344.03,1.05
603.86,-344.05,1.05
603.87,-344.07,1.05
603.88,-344.1,1.05
603.89,-344.12,1.05
603.9,-344.14,1.05
603.91,-344.17,1.05
603.92,-344.19,1.05
603.93,-344.21,1.05
603.94,-344.24,1.05
603.95,-344.26,1.05
603.96,-344.29,1.05
603.97,-344.31,1.05
603.98,-344.33,1.05
603.99,-344.36,1.05
604,-344.38,1.05
604.01,-344.4,1.05
604.02,-344.43,1.05
604.03,-344.45,1.05
604.04,-344.48,1.05
604.05,-344.5,1.05
604.06,-344.52,1.05
604.07,-344.55,1.05
604.08,-344.57,1.05
604.09,-344.59,1.05
604.1,-344.62,1.05
604.11,-344.64,1.05
604.12,-344.67,1.05
604.13,-344.69,1.05
604.14,-344.71,1.05
604.15,-344.74,1.05
604.16,-344.76,1.05
604.17,-344.78,1.05
604.18,-344.81,1.05
604.19,-344.83,1.05
604.2,-344.86,1.05
604.21,-344.88,1.05
604.22,-344.9,1.05
604.23,-344.93,1.05
604.24,-344.95,1.05
604.25,-344.97,1.05
604.26,-345,1.05
604.27,-345.02,1.05
604.28,-345.05,1.05
604.29,-345.07,1.05
604.3,-345.09,1.05
604.31,-345.12,1.05
604.32,-345.14,1.05
604.33,-345.16,1.05
604.34,-345.19,1.05
604.35,-345.21,1.05
604.36,-345.24,1.05
604.37,-345.26,1.05
604.38,-345.28,1.05
604.39,-345.31,1.05
604.4,-345.33,1.05
604.41,-345.35,1.05
604.42,-345.38,1.05
604.43,-345.4,1.05
604.44,-345.43,1.05
604.45,-345.45,1.05
604.46,-345.47,1.05
604.47,-345.5,1.05
604.48,-345.52,1.05
604.49,-345.55,1.05
604.5,-345.57,1.05
604.51,-345.59,1.05
604.52,-345.62,1.05
604.53,-345.64,1.05
604.54,-345.66,1.05
604.55,-345.69,1.05
604.56,-345.71,1.05
604.57,-345.74,1.05
604.58,-345.76,1.05
604.59,-345.78,1.05
604.6,-345.81,1.05
604.61,-345.83,1.05
604.62,-345.85,1.05
604.63,-345.88,1.05
604.64,-345.9,1.05
604.65,-345.93,1.05
604.66,-345.95,1.05
604.67,-345.97,1.05
604.68,-346,1.05
604.69,-346.02,1.05
604.7,-346.05,1.05
604.71,-346.07,1.05
604.72,-346.09,1.05
604.73,-346.12,1.05
604.74,-346.14,1.05
604.75,-346.16,1.05
604.76,-346.19,1.05
604.77,-346.21,1.05
604.78,-346.24,1.05
604.79,-346.26,1.05
604.8,-346.28,1.05
604.81,-346.31,1.05
604.82,-346.33,1.05
604.83,-346.36,1.05
604.84,-346.38,1.05
604.85,-346.4,1.05
604.86,-346.43,1.05
604.87,-346.45,1.05
604.88,-346.47,1.05
604.89,-346.5,1.05
604.9,-346.52,1.05
604.91,-346.55,1.05
604.92,-346.57,1.05
604.93,-346.59,1.05
604.94,-346.62,1.05
604.95,-346.64,1.05
604.96,-346.67,1.05
604.97,-346.69,1.06
604.98,-346.71,1.06
604.99,-346.74,1.06
605,-346.76,1.06
605.01,-346.79,1.06
605.02,-346.81,1.06
605.03,-346.83,1.06
605.04,-346.86,1.06
605.05,-346.88,1.06
605.06,-346.9,1.06
605.07,-346.93,1.06
605.08,-346.95,1.06
605.09,-346.98,1.06
605.1,-347,1.06
605.11,-347.02,1.06
605.12,-347.05,1.06
605.13,-347.07,1.06
605.14,-347.1,1.06
605.15,-347.12,1.06
605.16,-347.14,1.06
605.17,-347.17,1.06
605.18,-347.19,1.06
605.19,-347.22,1.06
605.2,-347.24,1.06
605.21,-347.26,1.06
605.22,-347.29,1.06
605.23,-347.31,1.06
605.24,-347.34,1.06
605.25,-347.36,1.06
605.26,-347.38,1.06
605.27,-347.41,1.06
605.28,-347.43,1.06
605.29,-347.46,1.06
605.3,-347.48,1.06
605.31,-347.5,1.06
605.32,-347.53,1.06
605.33,-347.55,1.06
605.34,-347.58,1.06
605.35,-347.6,1.06
605.36,-347.62,1.06
605.37,-347.65,1.06
605.38,-347.67,1.06
605.39,-347.69,1.06
605.4,-347.72,1.06
605.41,-347.74,1.06
605.42,-347.77,1.06
605.43,-347.79,1.06
605.44,-347.81,1.06
605.45,-347.84,1.06
605.46,-347.86,1.06
605.47,-347.89,1.06
605.48,-347.91,1.06
605.49,-347.93,1.06
605.5,-347.96,1.06
605.51,-347.98,1.06
605.52,-348.01,1.06
605.53,-348.03,1.06
605.54,-348.05,1.06
605.55,-348.08,1.06
605.56,-348.1,1.06
605.57,-348.13,1.06
605.58,-348.15,1.06
605.59,-348.17,1.06
605.6,-348.2,1.06
605.61,-348.22,1.06
605.62,-348.25,1.06
605.63,-348.27,1.06
605.64,-348.29,1.06
605.65,-348.32,1.06
605.66,-348.34,1.06
605.67,-348.37,1.06
605.68,-348.39,1.06
605.69,-348.41,1.06
605.7,-348.44,1.06
605.71,-348.46,1.06
605.72,-348.49,1.06
605.73,-348.51,1.06
605.74,-348.54,1.06
605.75,-348.56,1.06
605.76,-348.58,1.06
605.77,-348.61,1.06
605.78,-348.63,1.06
605.79,-348.66,1.06
605.8,-348.68,1.06
605.81,-348.7,1.06
605.82,-348.73,1.06
605.83,-348.75,1.06
605.84,-348.78,1.06
605.85,-348.8,1.06
605.86,-348.82,1.06
605.87,-348.85,1.06
605.88,-348.87,1.06
605.89,-348.9,1.06
605.9,-348.92,1.06
605.91,-348.94,1.06
605.92,-348.97,1.06
605.93,-348.99,1.06
605.94,-349.02,1.06
605.95,-349.04,1.06
605.96,-349.06,1.06
605.97,-349.09,1.06
605.98,-349.11,1.06
605.99,-349.14,1.06
606,-349.16,1.06
606.01,-349.18,1.06
606.02,-349.21,1.06
606.03,-349.23,1.06
606.04,-349.26,1.06
606.05,-349.28,1.06
606.06,-349.31,1.06
606.07,-349.33,1.06
606.08,-349.35,1.06
606.09,-349.38,1.06
606.1,-349.4,1.06
606.11,-349.43,1.06
606.12,-349.45,1.06
606.13,-349.47,1.06
606.14,-349.5,1.06
606.15,-349.52,1.06
606.16,-349.55,1.06
606.17,-349.57,1.06
606.18,-349.59,1.06
606.19,-349.62,1.06
606.2,-349.64,1.06
606.21,-349.67,1.06
606.22,-349.69,1.06
606.23,-349.72,1.06
606.24,-349.74,1.06
606.25,-349.76,1.06
606.26,-349.79,1.06
606.27,-349.81,1.06
606.28,-349.84,1.06
606.29,-349.86,1.06
606.3,-349.88,1.06
606.31,-349.91,1.06
606.32,-349.93,1.06
606.33,-349.96,1.06
606.34,-349.98,1.06
606.35,-350.01,1.06
606.36,-350.03,1.06
606.37,-350.05,1.06
606.38,-350.08,1.06
606.39,-350.1,1.06
606.4,-350.13,1.06
606.41,-350.15,1.06
606.42,-350.17,1.06
606.43,-350.2,1.06
606.44,-350.22,1.06
606.45,-350.25,1.06
606.46,-350.27,1.06
606.47,-350.3,1.06
606.48,-350.32,1.07
606.49,-350.34,1.07
606.5,-350.37,1.07
606.51,-350.39,1.07
606.52,-350.42,1.07
606.53,-350.44,1.07
606.54,-350.46,1.07
606.55,-350.49,1.07
606.56,-350.51,1.07
606.57,-350.54,1.07
606.58,-350.56,1.07
606.59,-350.59,1.07
606.6,-350.61,1.07
606.61,-350.63,1.07
606.62,-350.66,1.07
606.63,-350.68,1.07
606.64,-350.71,1.07
606.65,-350.73,1.07
606.66,-350.75,1.07
606.67,-350.78,1.07
606.68,-350.8,1.07
606.69,-350.83,1.07
606.7,-350.85,1.07
606.71,-350.88,1.07
606.72,-350.9,1.07
606.73,-350.92,1.07
606.74,-350.95,1.07
606.75,-350.97,1.07
606.76,-351,1.07
606.77,-351.02,1.07
606.78,-351.05,1.07
606.79,-351.07,1.07
606.8,-351.09,1.07
606.81,-351.12,1.07
606.82,-351.14,1.07
606.83,-351.17,1.07
606.84,-351.19,1.07
606.85,-351.22,1.07
606.86,-351.24,1.07
606.87,-351.26,1.07
606.88,-351.29,1.07
606.89,-351.31,1.07
606.9,-351.34,1.07
606.91,-351.36,1.07
606.92,-351.39,1.07
606.93,-351.41,1.07
606.94,-351.43,1.07
606.95,-351.46,1.07
606.96,-351.48,1.07
606.97,-351.51,1.07
606.98,-351.53,1.07
606.99,-351.56,1.07
607,-351.58,1.07
607.01,-351.6,1.07
607.02,-351.63,1.07
607.03,-351.65,1.07
607.04,-351.68,1.07
607.05,-351.7,1.07
607.06,-351.73,1.07
607.07,-351.75,1.07
607.08,-351.77,1.07
607.09,-351.8,1.07
607.1,-351.82,1.07
607.11,-351.85,1.07
607.12,-351.87,1.07
607.13,-351.9,1.07
607.14,-351.92,1.07
607.15,-351.94,1.07
607.16,-351.97,1.07
607.17,-351.99,1.07
607.18,-352.02,1.07
607.19,-352.04,1.07
607.2,-352.07,1.07
607.21,-352.09,1.07
607.22,-352.11,1.07
607.23,-352.14,1.07
607.24,-352.16,1.07
607.25,-352.19,1.07
607.26,-352.21,1.07
607.27,-352.24,1.07
607.28,-352.26,1.07
607.29,-352.28,1.07
607.3,-352.31,1.07
607.31,-352.33,1.07
607.32,-352.36,1.07
607.33,-352.38,1.07
607.34,-352.41,1.07
607.35,-352.43,1.07
607.36,-352.45,1.07
607.37,-352.48,1.07
607.38,-352.5,1.07
607.39,-352.53,1.07
607.4,-352.55,1.07
607.41,-352.58,1.07
607.42,-352.6,1.07
607.43,-352.63,1.07
607.44,-352.65,1.07
607.45,-352.67,1.07
607.46,-352.7,1.07
607.47,-352.72,1.07
607.48,-352.75,1.07
607.49,-352.77,1.07
607.5,-352.8,1.07
607.51,-352.82,1.07
607.52,-352.84,1.07
607.53,-352.87,1.07
607.54,-352.89,1.07
607.55,-352.92,1.07
607.56,-352.94,1.07
607.57,-352.97,1.07
607.58,-352.99,1.07
607.59,-353.02,1.07
607.6,-353.04,1.07
607.61,-353.06,1.07
607.62,-353.09,1.07
607.63,-353.11,1.07
607.64,-353.14,1.07
607.65,-353.16,1.07
607.66,-353.19,1.07
607.67,-353.21,1.07
607.68,-353.23,1.07
607.69,-353.26,1.07
607.7,-353.28,1.07
607.71,-353.31,1.07
607.72,-353.33,1.07
607.73,-353.36,1.07
607.74,-353.38,1.07
607.75,-353.41,1.07
607.76,-353.43,1.07
607.77,-353.45,1.07
607.78,-353.48,1.07
607.79,-353.5,1.07
607.8,-353.53,1.07
607.81,-353.55,1.07
607.82,-353.58,1.07
607.83,-353.6,1.07
607.84,-353.63,1.07
607.85,-353.65,1.07
607.86,-353.67,1.07
607.87,-353.7,1.07
607.88,-353.72,1.07
607.89,-353.75,1.07
607.9,-353.77,1.07
607.91,-353.8,1.07
607.92,-353.82,1.07
607.93,-353.85,1.07
607.94,-353.87,1.07
607.95,-353.89,1.07
607.96,-353.92,1.07
607.97,-353.94,1.08
607.98,-353.97,1.08
607.99,-353.99,1.08
608,-354.02,1.08
608.01,-354.04,1.08
608.02,-354.07,1.08
608.03,-354.09,1.08
608.04,-354.12,1.08
608.05,-354.14,1.08
608.06,-354.16,1.08
608.07,-354.19,1.08
608.08,-354.21,1.08
608.09,-354.24,1.08
608.1,-354.26,1.08
608.11,-354.29,1.08
608.12,-354.31,1.08
608.13,-354.34,1.08
608.14,-354.36,1.08
608.15,-354.38,1.08
608.16,-354.41,1.08
608.17,-354.43,1.08
608.18,-354.46,1.08
608.19,-354.48,1.08
608.2,-354.51,1.08
608.21,-354.53,1.08
608.22,-354.56,1.08
608.23,-354.58,1.08
608.24,-354.61,1.08
608.25,-354.63,1.08
608.26,-354.65,1.08
608.27,-354.68,1.08
608.28,-354.7,1.08
608.29,-354.73,1.08
608.3,-354.75,1.08
608.31,-354.78,1.08
608.32,-354.8,1.08
608.33,-354.83,1.08
608.34,-354.85,1.08
608.35,-354.88,1.08
608.36,-354.9,1.08
608.37,-354.92,1.08
608.38,-354.95,1.08
608.39,-354.97,1.08
608.4,-355,1.08
608.41,-355.02,1.08
608.42,-355.05,1.08
608.43,-355.07,1.08
608.44,-355.1,1.08
608.45,-355.12,1.08
608.46,-355.15,1.08
608.47,-355.17,1.08
608.48,-355.19,1.08
608.49,-355.22,1.08
608.5,-355.24,1.08
608.51,-355.27,1.08
608.52,-355.29,1.08
608.53,-355.32,1.08
608.54,-355.34,1.08
608.55,-355.37,1.08
608.56,-355.39,1.08
608.57,-355.42,1.08
608.58,-355.44,1.08
608.59,-355.46,1.08
608.6,-355.49,1.08
608.61,-355.51,1.08
608.62,-355.54,1.08
608.63,-355.56,1.08
608.64,-355.59,1.08
608.65,-355.61,1.08
608.66,-355.64,1.08
608.67,-355.66,1.08
608.68,-355.69,1.08
608.69,-355.71,1.08
608.7,-355.74,1.08
608.71,-355.76,1.08
608.72,-355.78,1.08
608.73,-355.81,1.08
608.74,-355.83,1.08
608.75,-355.86,1.08
608.76,-355.88,1.08
608.77,-355.91,1.08
608.78,-355.93,1.08
608.79,-355.96,1.08
608.8,-355.98,1.08
608.81,-356.01,1.08
608.82,-356.03,1.08
608.83,-356.06,1.08
608.84,-356.08,1.08
608.85,-356.1,1.08
608.86,-356.13,1.08
608.87,-356.15,1.08
608.88,-356.18,1.08
608.89,-356.2,1.08
608.9,-356.23,1.08
608.91,-356.25,1.08
608.92,-356.28,1.08
608.93,-356.3,1.08
608.94,-356.33,1.08
608.95,-356.35,1.08
608.96,-356.38,1.08
608.97,-356.4,1.08
608.98,-356.43,1.08
608.99,-356.45,1.08
609,-356.47,1.08
609.01,-356.5,1.08
609.02,-356.52,1.08
609.03,-356.55,1.08
609.04,-356.57,1.08
609.05,-356.6,1.08
609.06,-356.62,1.08
609.07,-356.65,1.08
609.08,-356.67,1.08
609.09,-356.7,1.08
609.1,-356.72,1.08
609.11,-356.75,1.08
609.12,-356.77,1.08
609.13,-356.8,1.08
609.14,-356.82,1.08
609.15,-356.84,1.08
609.16,-356.87,1.08
609.17,-356.89,1.08
609.18,-356.92,1.08
609.19,-356.94,1.08
609.2,-356.97,1.08
609.21,-356.99,1.08
609.22,-357.02,1.08
609.23,-357.04,1.08
609.24,-357.07,1.08
609.25,-357.09,1.08
609.26,-357.12,1.08
609.27,-357.14,1.08
609.28,-357.17,1.08
609.29,-357.19,1.08
609.3,-357.22,1.08
609.31,-357.24,1.08
609.32,-357.27,1.08
609.33,-357.29,1.08
609.34,-357.31,1.08
609.35,-357.34,1.08
609.36,-357.36,1.08
609.37,-357.39,1.08
609.38,-357.41,1.08
609.39,-357.44,1.08
609.4,-357.46,1.08
609.41,-357.49,1.08
609.42,-357.51,1.08
609.43,-357.54,1.08
609.44,-357.56,1.09
609.45,-357.59,1.09
609.46,-357.61,1.09
609.47,-357.64,1.09
609.48,-357.66,1.09
609.49,-357.69,1.09
609.5,-357.71,1.09
609.51,-357.74,1.09
609.52,-357.76,1.09
609.53,-357.79,1.09
609.54,-357.81,1.09
609.55,-357.83,1.09
609.56,-357.86,1.09
609.57,-357.88,1.09
609.58,-357.91,1.09
609.59,-357.93,1.09
609.6,-357.96,1.09
609.61,-357.98,1.09
609.62,-358.01,1.09
609.63,-358.03,1.09
609.64,-358.06,1.09
609.65,-358.08,1.09
609.66,-358.11,1.09
609.67,-358.13,1.09
609.68,-358.16,1.09
609.69,-358.18,1.09
609.7,-358.21,1.09
609.71,-358.23,1.09
609.72,-358.26,1.09
609.73,-358.28,1.09
609.74,-358.31,1.09
609.75,-358.33,1.09
609.76,-358.36,1.09
609.77,-358.38,1.09
609.78,-358.41,1.09
609.79,-358.43,1.09
609.8,-358.45,1.09
609.81,-358.48,1.09
609.82,-358.5,1.09
609.83,-358.53,1.09
609.84,-358.55,1.09
609.85,-358.58,1.09
609.86,-358.6,1.09
609.87,-358.63,1.09
609.88,-358.65,1.09
609.89,-358.68,1.09
609.9,-358.7,1.09
609.91,-358.73,1.09
609.92,-358.75,1.09
609.93,-358.78,1.09
609.94,-358.8,1.09
609.95,-358.83,1.09
609.96,-358.85,1.09
609.97,-358.88,1.09
609.98,-358.9,1.09
609.99,-358.93,1.09
610,-358.95,1.09
610.01,-358.98,1.09
610.02,-359,1.09
610.03,-359.03,1.09
610.04,-359.05,1.09
610.05,-359.08,1.09
610.06,-359.1,1.09
610.07,-359.13,1.09
610.08,-359.15,1.09
610.09,-359.18,1.09
610.1,-359.2,1.09
610.11,-359.23,1.09
610.12,-359.25,1.09
610.13,-359.28,1.09
610.14,-359.3,1.09
610.15,-359.33,1.09
610.16,-359.35,1.09
610.17,-359.37,1.09
610.18,-359.4,1.09
610.19,-359.42,1.09
610.2,-359.45,1.09
610.21,-359.47,1.09
610.22,-359.5,1.09
610.23,-359.52,1.09
610.24,-359.55,1.09
610.25,-359.57,1.09
610.26,-359.6,1.09
610.27,-359.62,1.09
610.28,-359.65,1.09
610.29,-359.67,1.09
610.3,-359.7,1.09
610.31,-359.72,1.09
610.32,-359.75,1.09
610.33,-359.77,1.09
610.34,-359.8,1.09
610.35,-359.82,1.09
610.36,-359.85,1.09
610.37,-359.87,1.09
610.38,-359.9,1.09
610.39,-359.92,1.09
610.4,-359.95,1.09
610.41,-359.97,1.09
610.42,-360,1.09
610.43,-360.02,1.09
610.44,-360.05,1.09
610.45,-360.07,1.09
610.46,-360.1,1.09
610.47,-360.12,1.09
610.48,-360.15,1.09
610.49,-360.17,1.09
610.5,-360.2,1.09
610.51,-360.22,1.09
610.52,-360.25,1.09
610.53,-360.27,1.09
610.54,-360.3,1.09
610.55,-360.32,1.09
610.56,-360.35,1.09
610.57,-360.37,1.09
610.58,-360.4,1.09
610.59,-360.42,1.09
610.6,-360.45,1.09
610.61,-360.47,1.09
610.62,-360.5,1.09
610.63,-360.52,1.09
610.64,-360.55,1.09
610.65,-360.57,1.09
610.66,-360.6,1.09
610.67,-360.62,1.09
610.68,-360.65,1.09
610.69,-360.67,1.09
610.7,-360.7,1.09
610.71,-360.72,1.09
610.72,-360.75,1.09
610.73,-360.77,1.09
610.74,-360.8,1.09
610.75,-360.82,1.09
610.76,-360.85,1.09
610.77,-360.87,1.09
610.78,-360.9,1.09
