wavelength,polarizability
649.8,-476.891
649.9,-477.244
650,-477.598
650.1,-477.951
650.2,-478.305
650.3,-478.659
650.4,-479.014
650.5,-479.369
650.6,-479.724
650.7,-480.08
650.8,-480.436
650.9,-480.792
651,-481.149
651.1,-481.506
651.2,-481.863
651.3,-482.221
651.4,-482.579
651.5,-482.937
651.6,-483.296
651.7,-483.655
651.8,-484.014
651.9,-484.374
652,-484.734
652.1,-485.095
652.2,-485.455
652.3,-485.816
652.4,-486.178
652.5,-486.54
652.6,-486.902
652.7,-487.265
652.8,-487.628
652.9,-487.991
653,-488.354
653.1,-488.718
653.2,-489.083
653.3,-489.447
653.4,-489.812
653.5,-490.178
653.6,-490.544
653.7,-490.91
653.8,-491.276
653.9,-491.643
654,-492.01
654.1,-492.378
654.2,-492.745
654.3,-493.114
654.4,-493.482
654.5,-493.851
654.6,-494.221
654.7,-494.59
654.8,-494.96
654.9,-495.331
655,-495.702
655.1,-496.073
655.2,-496.444
655.3,-496.816
655.4,-497.188
655.5,-497.561
655.6,-497.934
655.7,-498.307
655.8,-498.681
655.9,-499.055
656,-499.429
656.1,-499.804
656.2,-500.179
656.3,-500.555
656.4,-500.931
656.5,-501.307
656.6,-501.684
656.7,-502.061
656.8,-502.438
656.9,-502.816
657,-503.194
657.1,-503.573
657.2,-503.952
657.3,-504.331
657.4,-504.711
657.5,-505.091
657.6,-505.471
657.7,-505.852
657.8,-506.233
657.9,-506.615
658,-506.997
658.1,-507.379
658.2,-507.762
