wavelength,polarizability,Uncertainty
1210.81,-112.94,87.92
1210.82,-115.81,87.92
1210.83,-118.66,87.92
1210.84,-121.47,87.92
1210.85,-124.26,87.92
1210.86,-127.01,87.91
1210.87,-129.74,87.91
1210.88,-132.44,87.91
1210.89,-135.12,87.91
1210.9,-137.77,87.91
1210.91,-140.39,87.91
1210.92,-142.98,87.9
1210.93,-145.56,87.9
1210.94,-148.1,87.9
1210.95,-150.62,87.9
1210.96,-153.12,87.9
1210.97,-155.6,87.9
1210.98,-158.05,87.9
1210.99,-160.48,87.9
1211,-162.88,87.89
1211.01,-165.27,87.89
1211.02,-167.63,87.89
1211.03,-169.97,87.89
1211.04,-172.29,87.89
1211.05,-174.59,87.89
1211.06,-176.87,87.89
1211.07,-179.13,87.89
1211.08,-181.37,87.89
1211.09,-183.58,87.89
1211.1,-185.78,87.89
1211.11,-187.97,87.89
1211.12,-190.13,87.89
1211.13,-192.27,87.89
1211.14,-194.4,87.89
1211.15,-196.51,87.89
1211.16,-198.6,87.89
1211.17,-200.67,87.89
1211.18,-202.73,87.89
1211.19,-204.77,87.89
1211.2,-206.8,87.88
1211.21,-208.8,87.88
1211.22,-210.79,87.88
1211.23,-212.77,87.88
1211.24,-214.73,87.88
1211.25,-216.68,87.89
1211.26,-218.61,87.89
1211.27,-220.52,87.89
1211.28,-222.42,87.89
1211.29,-224.31,87.89
1211.3,-226.18,87.89
1211.31,-228.03,87.89
1211.32,-229.88,87.89
1211.33,-231.71,87.89
1211.34,-233.52,87.89
1211.35,-235.33,87.89
1211.36,-237.12,87.89
1211.37,-238.89,87.89
1211.38,-240.66,87.89
1211.39,-242.41,87.89
1211.4,-244.15,87.89
1211.41,-245.88,87.89
1211.42,-247.59,87.89
1211.43,-249.29,87.89
1211.44,-250.98,87.89
1211.45,-252.66,87.89
1211.46,-254.33,87.89
1211.47,-255.99,87.89
1211.48,-257.63,87.9
1211.49,-259.27,87.9
1211.5,-260.89,87.9
1211.51,-262.5,87.9
1211.52,-264.1,87.9
1211.53,-265.7,87.9
1211.54,-267.28,87.9
1211.55,-268.85,87.9
1211.56,-270.41,87.9
1211.57,-271.96,87.9
1211.58,-273.5,87.9
1211.59,-275.03,87.9
1211.6,-276.55,87.91
1211.61,-278.06,87.91
1211.62,-279.57,87.91
1211.63,-281.06,87.91
1211.64,-282.54,87.91
1211.65,-284.02,87.91
1211.66,-285.48,87.91
1211.67,-286.94,87.91
1211.68,-288.39,87.91
1211.69,-289.83,87.92
1211.7,-291.26,87.92
1211.71,-292.69,87.92
1211.72,-294.1,87.92
1211.73,-295.51,87.92
1211.74,-296.91,87.92
1211.75,-298.3,87.92
1211.76,-299.68,87.92
1211.77,-301.05,87.92
1211.78,-302.42,87.93
1211.79,-303.78,87.93
1211.8,-305.13,87.93
1211.81,-306.48,87.93
1211.82,-307.81,87.93
1211.83,-309.14,87.93
1211.84,-310.47,87.93
1211.85,-311.78,87.94
1211.86,-313.09,87.94
1211.87,-314.39,87.94
1211.88,-315.69,87.94
1211.89,-316.97,87.94
1211.9,-318.25,87.94
1211.91,-319.53,87.94
1211.92,-320.8,87.95
1211.93,-322.06,87.95
1211.94,-323.31,87.95
1211.95,-324.56,87.95
1211.96,-325.8,87.95
1211.97,-327.04,87.95
1211.98,-328.27,87.96
1211.99,-329.49,87.96
1212,-330.71,87.96
1212.01,-331.92,87.96
1212.02,-333.12,87.96
1212.03,-334.32,87.96
1212.04,-335.52,87.96
1212.05,-336.71,87.97
1212.06,-337.89,87.97
1212.07,-339.06,87.97
1212.08,-340.24,87.97
1212.09,-341.4,87.97
1212.1,-342.56,87.98
1212.11,-343.72,87.98
1212.12,-344.87,87.98
1212.13,-346.01,87.98
1212.14,-347.15,87.98
1212.15,-348.28,87.98
1212.16,-349.41,87.99
1212.17,-350.54,87.99
1212.18,-351.66,87.99
1212.19,-352.77,87.99
1212.2,-353.88,87.99
1212.21,-354.98,87.99
1212.22,-356.08,88
1212.23,-357.18,88
1212.24,-358.27,88
1212.25,-359.35,88
1212.26,-360.43,88
1212.27,-361.51,88.01
1212.28,-362.58,88.01
1212.29,-363.65,88.01
1212.3,-364.71,88.01
1212.31,-365.77,88.01
1212.32,-366.83,88.02
1212.33,-367.88,88.02
1212.34,-368.92,88.02
1212.35,-369.96,88.02
1212.36,-371,88.02
1212.37,-372.03,88.03
1212.38,-373.06,88.03
1212.39,-374.09,88.03
1212.4,-375.11,88.03
1212.41,-376.13,88.03
1212.42,-377.14,88.04
1212.43,-378.15,88.04
1212.44,-379.15,88.04
1212.45,-380.16,88.04
1212.46,-381.15,88.04
1212.47,-382.15,88.05
1212.48,-383.14,88.05
1212.49,-384.12,88.05
1212.5,-385.11,88.05
1212.51,-386.09,88.05
1212.52,-387.06,88.06
1212.53,-388.04,88.06
1212.54,-389,88.06
1212.55,-389.97,88.06
1212.56,-390.93,88.06
1212.57,-391.89,88.07
1212.58,-392.85,88.07
1212.59,-393.8,88.07
1212.6,-394.75,88.07
1212.61,-395.69,88.08
1212.62,-396.63,88.08
1212.63,-397.57,88.08
1212.64,-398.51,88.08
1212.65,-399.44,88.08
1212.66,-400.37,88.09
1212.67,-401.3,88.09
1212.68,-402.22,88.09
1212.69,-403.14,88.09
1212.7,-404.06,88.1
1212.71,-404.97,88.1
1212.72,-405.88,88.1
1212.73,-406.79,88.1
1212.74,-407.7,88.1
1212.75,-408.6,88.11
1212.76,-409.5,88.11
1212.77,-410.4,88.11
1212.78,-411.29,88.11
1212.79,-412.18,88.12
1212.8,-413.07,88.12
1212.81,-413.96,88.12
1212.82,-414.84,88.12
1212.83,-415.72,88.13
1212.84,-416.6,88.13
1212.85,-417.47,88.13
1212.86,-418.35,88.13
1212.87,-419.22,88.14
1212.88,-420.08,88.14
1212.89,-420.95,88.14
1212.9,-421.81,88.14
1212.91,-422.67,88.14
1212.92,-423.53,88.15
1212.93,-424.38,88.15
1212.94,-425.24,88.15
1212.95,-426.09,88.15
1212.96,-426.94,88.16
1212.97,-427.78,88.16
1212.98,-428.62,88.16
1212.99,-429.47,88.16
1213,-430.3,88.17
1213.01,-431.14,88.17
1213.02,-431.97,88.17
1213.03,-432.81,88.17
1213.04,-433.64,88.18
1213.05,-434.46,88.18
1213.06,-435.29,88.18
1213.07,-436.11,88.18
1213.08,-436.93,88.19
1213.09,-437.75,88.19
1213.1,-438.57,88.19
1213.11,-439.38,88.19
1213.12,-440.2,88.2
1213.13,-441.01,88.2
1213.14,-441.81,88.2
1213.15,-442.62,88.2
1213.16,-443.43,88.21
1213.17,-444.23,88.21
1213.18,-445.03,88.21
1213.19,-445.83,88.21
1213.2,-446.62,88.22
1213.21,-447.42,88.22
1213.22,-448.21,88.22
1213.23,-449,88.22
1213.24,-449.79,88.23
1213.25,-450.58,88.23
1213.26,-451.36,88.23
1213.27,-452.15,88.23
1213.28,-452.93,88.24
1213.29,-453.71,88.24
1213.3,-454.49,88.24
1213.31,-455.26,88.24
1213.32,-456.04,88.25
1213.33,-456.81,88.25
1213.34,-457.58,88.25
1213.35,-458.35,88.26
1213.36,-459.12,88.26
1213.37,-459.89,88.26
1213.38,-460.65,88.26
1213.39,-461.41,88.27
1213.4,-462.18,88.27
1213.41,-462.94,88.27
1213.42,-463.69,88.27
1213.43,-464.45,88.28
1213.44,-465.2,88.28
1213.45,-465.96,88.28
1213.46,-466.71,88.28
1213.47,-467.46,88.29
1213.48,-468.21,88.29
1213.49,-468.96,88.29
1213.5,-469.7,88.3
1213.51,-470.45,88.3
1213.52,-471.19,88.3
1213.53,-471.93,88.3
1213.54,-472.67,88.31
1213.55,-473.41,88.31
1213.56,-474.15,88.31
1213.57,-474.88,88.31
1213.58,-475.62,88.32
1213.59,-476.35,88.32
1213.6,-477.08,88.32
1213.61,-477.81,88.33
1213.62,-478.54,88.33
1213.63,-479.27,88.33
1213.64,-479.99,88.33
1213.65,-480.72,88.34
1213.66,-481.44,88.34
1213.67,-482.17,88.34
1213.68,-482.89,88.35
1213.69,-483.61,88.35
1213.7,-484.32,88.35
1213.71,-485.04,88.35
1213.72,-485.76,88.36
1213.73,-486.47,88.36
1213.74,-487.19,88.36
1213.75,-487.9,88.36
1213.76,-488.61,88.37
1213.77,-489.32,88.37
1213.78,-490.03,88.37
1213.79,-490.74,88.38
1213.8,-491.44,88.38
1213.81,-492.15,88.38
1213.82,-492.85,88.38
1213.83,-493.56,88.39
1213.84,-494.26,88.39
1213.85,-494.96,88.39
1213.86,-495.66,88.4
1213.87,-496.36,88.4
1213.88,-497.05,88.4
1213.89,-497.75,88.41
1213.9,-498.45,88.41
1213.91,-499.14,88.41
1213.92,-499.83,88.41
1213.93,-500.53,88.42
1213.94,-501.22,88.42
1213.95,-501.91,88.42
1213.96,-502.6,88.43
1213.97,-503.29,88.43
1213.98,-503.97,88.43
1213.99,-504.66,88.43
1214,-505.35,88.44
1214.01,-506.03,88.44
1214.02,-506.71,88.44
1214.03,-507.4,88.45
1214.04,-508.08,88.45
1214.05,-508.76,88.45
1214.06,-509.44,88.46
1214.07,-510.12,88.46
1214.08,-510.79,88.46
1214.09,-511.47,88.46
1214.1,-512.15,88.47
1214.11,-512.82,88.47
1214.12,-513.5,88.47
1214.13,-514.17,88.48
1214.14,-514.84,88.48
1214.15,-515.52,88.48
1214.16,-516.19,88.48
1214.17,-516.86,88.49
1214.18,-517.53,88.49
1214.19,-518.19,88.49
1214.2,-518.86,88.5
1214.21,-519.53,88.5
1214.22,-520.2,88.5
1214.23,-520.86,88.51
1214.24,-521.53,88.51
1214.25,-522.19,88.51
1214.26,-522.85,88.52
1214.27,-523.51,88.52
1214.28,-524.18,88.52
1214.29,-524.84,88.52
1214.3,-525.5,88.53
1214.31,-526.16,88.53
1214.32,-526.81,88.53
1214.33,-527.47,88.54
1214.34,-528.13,88.54
1214.35,-528.79,88.54
1214.36,-529.44,88.55
1214.37,-530.1,88.55
1214.38,-530.75,88.55
1214.39,-531.4,88.56
1214.4,-532.06,88.56
1214.41,-532.71,88.56
1214.42,-533.36,88.56
1214.43,-534.01,88.57
1214.44,-534.66,88.57
1214.45,-535.31,88.57
1214.46,-535.96,88.58
1214.47,-536.61,88.58
1214.48,-537.26,88.58
1214.49,-537.9,88.59
1214.5,-538.55,88.59
1214.51,-539.2,88.59
1214.52,-539.84,88.6
1214.53,-540.49,88.6
1214.54,-541.13,88.6
1214.55,-541.78,88.61
1214.56,-542.42,88.61
1214.57,-543.06,88.61
1214.58,-543.7,88.62
1214.59,-544.34,88.62
1214.6,-544.99,88.62
1214.61,-545.63,88.62
1214.62,-546.27,88.63
1214.63,-546.9,88.63
1214.64,-547.54,88.63
1214.65,-548.18,88.64
1214.66,-548.82,88.64
1214.67,-549.46,88.64
1214.68,-550.09,88.65
1214.69,-550.73,88.65
1214.7,-551.36,88.65
1214.71,-552,88.66
1214.72,-552.63,88.66
1214.73,-553.27,88.66
1214.74,-553.9,88.67
1214.75,-554.54,88.67
1214.76,-555.17,88.67
1214.77,-555.8,88.68
1214.78,-556.43,88.68
1214.79,-557.06,88.68
1214.8,-557.69,88.69
1214.81,-558.32,88.69
1214.82,-558.95,88.69
1214.83,-559.58,88.7
1214.84,-560.21,88.7
1214.85,-560.84,88.7
1214.86,-561.47,88.71
1214.87,-562.1,88.71
1214.88,-562.73,88.71
1214.89,-563.35,88.72
1214.9,-563.98,88.72
1214.91,-564.61,88.72
1214.92,-565.23,88.73
1214.93,-565.86,88.73
1214.94,-566.48,88.73
1214.95,-567.11,88.74
1214.96,-567.73,88.74
1214.97,-568.36,88.74
1214.98,-568.98,88.75
1214.99,-569.6,88.75
1215,-570.23,88.75
1215.01,-570.85,88.76
1215.02,-571.47,88.76
1215.03,-572.1,88.76
1215.04,-572.72,88.77
1215.05,-573.34,88.77
1215.06,-573.96,88.77
1215.07,-574.58,88.78
1215.08,-575.2,88.78
1215.09,-575.82,88.78
1215.1,-576.44,88.79
1215.11,-577.06,88.79
1215.12,-577.68,88.79
1215.13,-578.3,88.8
1215.14,-578.92,88.8
1215.15,-579.54,88.8
1215.16,-580.15,88.81
1215.17,-580.77,88.81
1215.18,-581.39,88.81
1215.19,-582.01,88.82
1215.2,-582.62,88.82
1215.21,-583.24,88.82
1215.22,-583.86,88.83
1215.23,-584.47,88.83
1215.24,-585.09,88.83
1215.25,-585.71,88.84
1215.26,-586.32,88.84
1215.27,-586.94,88.85
1215.28,-587.55,88.85
1215.29,-588.17,88.85
1215.3,-588.78,88.86
1215.31,-589.4,88.86
1215.32,-590.01,88.86
1215.33,-590.63,88.87
1215.34,-591.24,88.87
1215.35,-591.85,88.87
1215.36,-592.47,88.88
1215.37,-593.08,88.88
1215.38,-593.69,88.88
1215.39,-594.31,88.89
1215.4,-594.92,88.89
1215.41,-595.53,88.89
1215.42,-596.14,88.9
1215.43,-596.76,88.9
1215.44,-597.37,88.9
1215.45,-597.98,88.91
1215.46,-598.59,88.91
1215.47,-599.2,88.92
1215.48,-599.81,88.92
1215.49,-600.43,88.92
1215.5,-601.04,88.93
1215.51,-601.65,88.93
1215.52,-602.26,88.93
1215.53,-602.87,88.94
1215.54,-603.48,88.94
1215.55,-604.09,88.94
1215.56,-604.7,88.95
1215.57,-605.31,88.95
1215.58,-605.92,88.95
1215.59,-606.53,88.96
1215.6,-607.14,88.96
1215.61,-607.75,88.97
1215.62,-608.36,88.97
1215.63,-608.97,88.97
1215.64,-609.58,88.98
1215.65,-610.19,88.98
1215.66,-610.8,88.98
1215.67,-611.41,88.99
1215.68,-612.02,88.99
1215.69,-612.63,88.99
1215.7,-613.24,89
1215.71,-613.85,89
1215.72,-614.45,89
1215.73,-615.06,89.01
1215.74,-615.67,89.01
1215.75,-616.28,89.02
1215.76,-616.89,89.02
1215.77,-617.5,89.02
1215.78,-618.11,89.03
1215.79,-618.72,89.03
1215.8,-619.32,89.03
1215.81,-619.93,89.04
1215.82,-620.54,89.04
1215.83,-621.15,89.05
1215.84,-621.76,89.05
1215.85,-622.37,89.05
1215.86,-622.98,89.06
1215.87,-623.58,89.06
1215.88,-624.19,89.06
1215.89,-624.8,89.07
1215.9,-625.41,89.07
1215.91,-626.02,89.07
1215.92,-626.63,89.08
1215.93,-627.23,89.08
1215.94,-627.84,89.09
1215.95,-628.45,89.09
1215.96,-629.06,89.09
1215.97,-629.67,89.1
1215.98,-630.28,89.1
1215.99,-630.88,89.1
1216,-631.49,89.11
1216.01,-632.1,89.11
1216.02,-632.71,89.12
1216.03,-633.32,89.12
1216.04,-633.93,89.12
1216.05,-634.54,89.13
1216.06,-635.15,89.13
1216.07,-635.75,89.13
1216.08,-636.36,89.14
1216.09,-636.97,89.14
1216.1,-637.58,89.15
1216.11,-638.19,89.15
1216.12,-638.8,89.15
1216.13,-639.41,89.16
1216.14,-640.02,89.16
1216.15,-640.63,89.17
1216.16,-641.24,89.17
1216.17,-641.85,89.17
1216.18,-642.45,89.18
1216.19,-643.06,89.18
1216.2,-643.67,89.18
1216.21,-644.28,89.19
1216.22,-644.89,89.19
1216.23,-645.5,89.2
1216.24,-646.11,89.2
1216.25,-646.72,89.2
1216.26,-647.33,89.21
1216.27,-647.94,89.21
1216.28,-648.55,89.22
1216.29,-649.17,89.22
1216.3,-649.78,89.22
1216.31,-650.39,89.23
1216.32,-651,89.23
1216.33,-651.61,89.23
1216.34,-652.22,89.24
1216.35,-652.83,89.24
1216.36,-653.44,89.25
1216.37,-654.05,89.25
1216.38,-654.67,89.25
1216.39,-655.28,89.26
1216.4,-655.89,89.26
1216.41,-656.5,89.27
1216.42,-657.11,89.27
1216.43,-657.73,89.27
1216.44,-658.34,89.28
1216.45,-658.95,89.28
1216.46,-659.57,89.29
1216.47,-660.18,89.29
1216.48,-660.79,89.29
1216.49,-661.41,89.3
1216.5,-662.02,89.3
1216.51,-662.63,89.31
1216.52,-663.25,89.31
1216.53,-663.86,89.31
1216.54,-664.48,89.32
1216.55,-665.09,89.32
1216.56,-665.71,89.33
1216.57,-666.32,89.33
1216.58,-666.94,89.33
1216.59,-667.55,89.34
1216.6,-668.17,89.34
1216.61,-668.78,89.35
1216.62,-669.4,89.35
1216.63,-670.01,89.35
1216.64,-670.63,89.36
1216.65,-671.25,89.36
1216.66,-671.86,89.37
1216.67,-672.48,89.37
1216.68,-673.1,89.37
1216.69,-673.72,89.38
1216.7,-674.33,89.38
1216.71,-674.95,89.39
1216.72,-675.57,89.39
1216.73,-676.19,89.39
1216.74,-676.81,89.4
1216.75,-677.43,89.4
1216.76,-678.04,89.41
1216.77,-678.66,89.41
1216.78,-679.28,89.41
1216.79,-679.9,89.42
1216.8,-680.52,89.42
1216.81,-681.14,89.43
1216.82,-681.76,89.43
1216.83,-682.39,89.43
1216.84,-683.01,89.44
1216.85,-683.63,89.44
1216.86,-684.25,89.45
1216.87,-684.87,89.45
1216.88,-685.49,89.45
1216.89,-686.12,89.46
1216.9,-686.74,89.46
1216.91,-687.36,89.47
1216.92,-687.99,89.47
1216.93,-688.61,89.48
1216.94,-689.23,89.48
1216.95,-689.86,89.48
1216.96,-690.48,89.49
1216.97,-691.11,89.49
1216.98,-691.73,89.5
1216.99,-692.36,89.5
1217,-692.98,89.5
1217.01,-693.61,89.51
1217.02,-694.24,89.51
1217.03,-694.86,89.52
1217.04,-695.49,89.52
1217.05,-696.12,89.53
1217.06,-696.75,89.53
1217.07,-697.37,89.53
1217.08,-698,89.54
1217.09,-698.63,89.54
1217.1,-699.26,89.55
1217.11,-699.89,89.55
1217.12,-700.52,89.55
1217.13,-701.15,89.56
1217.14,-701.78,89.56
1217.15,-702.41,89.57
1217.16,-703.04,89.57
1217.17,-703.67,89.58
1217.18,-704.31,89.58
1217.19,-704.94,89.58
1217.2,-705.57,89.59
1217.21,-706.2,89.59
1217.22,-706.84,89.6
1217.23,-707.47,89.6
1217.24,-708.1,89.61
1217.25,-708.74,89.61
1217.26,-709.37,89.61
1217.27,-710.01,89.62
1217.28,-710.64,89.62
1217.29,-711.28,89.63
1217.3,-711.92,89.63
1217.31,-712.55,89.64
1217.32,-713.19,89.64
1217.33,-713.83,89.64
1217.34,-714.47,89.65
1217.35,-715.1,89.65
1217.36,-715.74,89.66
1217.37,-716.38,89.66
1217.38,-717.02,89.67
1217.39,-717.66,89.67
1217.4,-718.3,89.68
1217.41,-718.94,89.68
1217.42,-719.58,89.68
1217.43,-720.23,89.69
1217.44,-720.87,89.69
1217.45,-721.51,89.7
1217.46,-722.15,89.7
1217.47,-722.8,89.71
1217.48,-723.44,89.71
1217.49,-724.08,89.71
1217.5,-724.73,89.72
1217.51,-725.37,89.72
1217.52,-726.02,89.73
1217.53,-726.67,89.73
1217.54,-727.31,89.74
1217.55,-727.96,89.74
1217.56,-728.61,89.75
1217.57,-729.25,89.75
1217.58,-729.9,89.75
1217.59,-730.55,89.76
1217.6,-731.2,89.76
1217.61,-731.85,89.77
1217.62,-732.5,89.77
1217.63,-733.15,89.78
1217.64,-733.8,89.78
1217.65,-734.45,89.79
1217.66,-735.11,89.79
1217.67,-735.76,89.79
1217.68,-736.41,89.8
1217.69,-737.07,89.8
1217.7,-737.72,89.81
1217.71,-738.37,89.81
1217.72,-739.03,89.82
1217.73,-739.69,89.82
1217.74,-740.34,89.83
1217.75,-741,89.83
1217.76,-741.66,89.83
1217.77,-742.31,89.84
1217.78,-742.97,89.84
1217.79,-743.63,89.85
1217.8,-744.29,89.85
1217.81,-744.95,89.86
1217.82,-745.61,89.86
1217.83,-746.27,89.87
1217.84,-746.93,89.87
1217.85,-747.59,89.88
1217.86,-748.26,89.88
1217.87,-748.92,89.89
1217.88,-749.58,89.89
1217.89,-750.25,89.89
1217.9,-750.91,89.9
1217.91,-751.58,89.9
1217.92,-752.24,89.91
1217.93,-752.91,89.91
1217.94,-753.57,89.92
1217.95,-754.24,89.92
1217.96,-754.91,89.93
1217.97,-755.58,89.93
1217.98,-756.25,89.94
1217.99,-756.92,89.94
1218,-757.59,89.95
1218.01,-758.26,89.95
1218.02,-758.93,89.95
1218.03,-759.6,89.96
1218.04,-760.27,89.96
1218.05,-760.95,89.97
1218.06,-761.62,89.97
1218.07,-762.3,89.98
1218.08,-762.97,89.98
1218.09,-763.65,89.99
1218.1,-764.32,89.99
1218.11,-765,90
1218.12,-765.68,90
1218.13,-766.35,90.01
1218.14,-767.03,90.01
1218.15,-767.71,90.02
1218.16,-768.39,90.02
1218.17,-769.07,90.02
1218.18,-769.75,90.03
1218.19,-770.44,90.03
1218.2,-771.12,90.04
1218.21,-771.8,90.04
1218.22,-772.49,90.05
1218.23,-773.17,90.05
1218.24,-773.85,90.06
1218.25,-774.54,90.06
1218.26,-775.23,90.07
1218.27,-775.91,90.07
1218.28,-776.6,90.08
1218.29,-777.29,90.08
1218.3,-777.98,90.09
1218.31,-778.67,90.09
1218.32,-779.36,90.1
1218.33,-780.05,90.1
1218.34,-780.74,90.11
1218.35,-781.43,90.11
1218.36,-782.13,90.12
1218.37,-782.82,90.12
1218.38,-783.51,90.13
1218.39,-784.21,90.13
1218.4,-784.91,90.14
1218.41,-785.6,90.14
1218.42,-786.3,90.15
1218.43,-787,90.15
1218.44,-787.69,90.15
1218.45,-788.39,90.16
1218.46,-789.09,90.16
1218.47,-789.79,90.17
1218.48,-790.5,90.17
1218.49,-791.2,90.18
1218.5,-791.9,90.18
1218.51,-792.6,90.19
1218.52,-793.31,90.19
1218.53,-794.01,90.2
1218.54,-794.72,90.2
1218.55,-795.43,90.21
1218.56,-796.13,90.21
1218.57,-796.84,90.22
1218.58,-797.55,90.22
1218.59,-798.26,90.23
1218.6,-798.97,90.23
1218.61,-799.68,90.24
1218.62,-800.39,90.24
1218.63,-801.11,90.25
1218.64,-801.82,90.25
1218.65,-802.53,90.26
1218.66,-803.25,90.26
1218.67,-803.96,90.27
1218.68,-804.68,90.27
1218.69,-805.4,90.28
1218.7,-806.11,90.28
1218.71,-806.83,90.29
1218.72,-807.55,90.29
1218.73,-808.27,90.3
1218.74,-808.99,90.3
1218.75,-809.72,90.31
1218.76,-810.44,90.31
1218.77,-811.16,90.32
1218.78,-811.89,90.32
1218.79,-812.61,90.33
1218.8,-813.34,90.33
1218.81,-814.06,90.34
1218.82,-814.79,90.34
1218.83,-815.52,90.35
1218.84,-816.25,90.36
1218.85,-816.98,90.36
1218.86,-817.71,90.37
1218.87,-818.44,90.37
1218.88,-819.18,90.38
1218.89,-819.91,90.38
1218.9,-820.64,90.39
1218.91,-821.38,90.39
1218.92,-822.12,90.4
1218.93,-822.85,90.4
1218.94,-823.59,90.41
1218.95,-824.33,90.41
1218.96,-825.07,90.42
1218.97,-825.81,90.42
1218.98,-826.55,90.43
1218.99,-827.29,90.43
1219,-828.03,90.44
1219.01,-828.78,90.44
1219.02,-829.52,90.45
1219.03,-830.27,90.45
1219.04,-831.02,90.46
1219.05,-831.76,90.46
1219.06,-832.51,90.47
1219.07,-833.26,90.47
1219.08,-834.01,90.48
1219.09,-834.76,90.49
1219.1,-835.51,90.49
1219.11,-836.27,90.5
1219.12,-837.02,90.5
1219.13,-837.78,90.51
1219.14,-838.53,90.51
1219.15,-839.29,90.52
1219.16,-840.05,90.52
1219.17,-840.81,90.53
1219.18,-841.56,90.53
1219.19,-842.33,90.54
1219.2,-843.09,90.54
1219.21,-843.85,90.55
1219.22,-844.61,90.55
1219.23,-845.38,90.56
1219.24,-846.14,90.57
1219.25,-846.91,90.57
1219.26,-847.68,90.58
1219.27,-848.44,90.58
1219.28,-849.21,90.59
1219.29,-849.98,90.59
1219.3,-850.75,90.6
1219.31,-851.53,90.6
1219.32,-852.3,90.61
1219.33,-853.07,90.61
1219.34,-853.85,90.62
1219.35,-854.63,90.62
1219.36,-855.4,90.63
1219.37,-856.18,90.64
1219.38,-856.96,90.64
1219.39,-857.74,90.65
1219.4,-858.52,90.65
1219.41,-859.3,90.66
1219.42,-860.09,90.66
1219.43,-860.87,90.67
1219.44,-861.66,90.67
1219.45,-862.44,90.68
1219.46,-863.23,90.69
1219.47,-864.02,90.69
1219.48,-864.81,90.7
1219.49,-865.6,90.7
1219.5,-866.39,90.71
1219.51,-867.18,90.71
1219.52,-867.98,90.72
1219.53,-868.77,90.72
1219.54,-869.57,90.73
1219.55,-870.37,90.74
1219.56,-871.17,90.74
1219.57,-871.96,90.75
1219.58,-872.77,90.75
1219.59,-873.57,90.76
1219.6,-874.37,90.76
1219.61,-875.17,90.77
1219.62,-875.98,90.78
1219.63,-876.78,90.78
1219.64,-877.59,90.79
1219.65,-878.4,90.79
1219.66,-879.21,90.8
1219.67,-880.02,90.8
1219.68,-880.83,90.81
1219.69,-881.64,90.82
1219.7,-882.46,90.82
1219.71,-883.27,90.83
1219.72,-884.09,90.83
1219.73,-884.91,90.84
1219.74,-885.73,90.84
1219.75,-886.55,90.85
1219.76,-887.37,90.86
1219.77,-888.19,90.86
1219.78,-889.01,90.87
1219.79,-889.84,90.87
1219.8,-890.66,90.88
1219.81,-891.49,90.88
1219.82,-892.32,90.89
1219.83,-893.15,90.9
1219.84,-893.98,90.9
1219.85,-894.81,90.91
1219.86,-895.64,90.91
1219.87,-896.48,90.92
1219.88,-897.31,90.93
1219.89,-898.15,90.93
1219.9,-898.99,90.94
1219.91,-899.82,90.94
1219.92,-900.66,90.95
1219.93,-901.51,90.95
1219.94,-902.35,90.96
1219.95,-903.19,90.97
1219.96,-904.04,90.97
1219.97,-904.89,90.98
1219.98,-905.73,90.98
1219.99,-906.58,90.99
1220,-907.43,91
1220.01,-908.28,91
1220.02,-909.14,91.01
1220.03,-909.99,91.01
1220.04,-910.85,91.02
1220.05,-911.7,91.03
1220.06,-912.56,91.03
1220.07,-913.42,91.04
1220.08,-914.28,91.04
1220.09,-915.15,91.05
1220.1,-916.01,91.06
1220.11,-916.87,91.06
1220.12,-917.74,91.07
1220.13,-918.61,91.07
1220.14,-919.48,91.08
1220.15,-920.35,91.09
1220.16,-921.22,91.09
1220.17,-922.09,91.1
1220.18,-922.96,91.11
1220.19,-923.84,91.11
1220.2,-924.72,91.12
1220.21,-925.6,91.12
1220.22,-926.48,91.13
1220.23,-927.36,91.14
1220.24,-928.24,91.14
1220.25,-929.12,91.15
1220.26,-930.01,91.15
1220.27,-930.9,91.16
1220.28,-931.78,91.17
1220.29,-932.67,91.17
1220.3,-933.56,91.18
1220.31,-934.46,91.19
1220.32,-935.35,91.19
1220.33,-936.25,91.2
1220.34,-937.14,91.2
1220.35,-938.04,91.21
1220.36,-938.94,91.22
1220.37,-939.84,91.22
1220.38,-940.75,91.23
1220.39,-941.65,91.24
1220.4,-942.56,91.24
1220.41,-943.46,91.25
1220.42,-944.37,91.26
1220.43,-945.28,91.26
1220.44,-946.19,91.27
1220.45,-947.11,91.27
1220.46,-948.02,91.28
1220.47,-948.94,91.29
1220.48,-949.85,91.29
1220.49,-950.77,91.3
1220.5,-951.69,91.31
1220.51,-952.62,91.31
1220.52,-953.54,91.32
1220.53,-954.47,91.33
1220.54,-955.39,91.33
1220.55,-956.32,91.34
1220.56,-957.25,91.35
1220.57,-958.18,91.35
1220.58,-959.12,91.36
1220.59,-960.05,91.36
1220.6,-960.99,91.37
1220.61,-961.92,91.38
1220.62,-962.86,91.38
1220.63,-963.81,91.39
1220.64,-964.75,91.4
1220.65,-965.69,91.4
1220.66,-966.64,91.41
1220.67,-967.59,91.42
1220.68,-968.54,91.42
1220.69,-969.49,91.43
1220.7,-970.44,91.44
1220.71,-971.39,91.44
1220.72,-972.35,91.45
1220.73,-973.31,91.46
1220.74,-974.27,91.46
1220.75,-975.23,91.47
1220.76,-976.19,91.48
1220.77,-977.15,91.48
1220.78,-978.12,91.49
1220.79,-979.09,91.5
1220.8,-980.06,91.5
1220.81,-981.03,91.51
1220.82,-982,91.52
1220.83,-982.98,91.52
