wavelength,,Uncertainty,,,,Uncertainty,,polarizability
1218.91,-821.38,90.39,,1218.91,794.81,2.36,,-1616.19
1218.92,-822.12,90.4,,1218.92,794.8,2.36,,-1616.92
1218.93,-822.85,90.4,,1218.93,794.79,2.36,,-1617.64
1218.94,-823.59,90.41,,1218.94,794.78,2.36,,-1618.37
1218.95,-824.33,90.41,,1218.95,794.76,2.36,,-1619.09
1218.96,-825.07,90.42,,1218.96,794.75,2.36,,-1619.82
1218.97,-825.81,90.42,,1218.97,794.74,2.36,,-1620.55
1218.98,-826.55,90.43,,1218.98,794.72,2.36,,-1621.27
1218.99,-827.29,90.43,,1218.99,794.71,2.36,,-1622
1219,-828.03,90.44,,1219,794.7,2.36,,-1622.73
1219.01,-828.78,90.44,,1219.01,794.68,2.36,,-1623.46
1219.02,-829.52,90.45,,1219.02,794.67,2.36,,-1624.19
1219.03,-830.27,90.45,,1219.03,794.66,2.36,,-1624.93
1219.04,-831.02,90.46,,1219.04,794.64,2.36,,-1625.66
1219.05,-831.76,90.46,,1219.05,794.63,2.36,,-1626.39
1219.06,-832.51,90.47,,1219.06,794.62,2.36,,-1627.13
1219.07,-833.26,90.47,,1219.07,794.6,2.36,,-1627.86
1219.08,-834.01,90.48,,1219.08,794.59,2.36,,-1628.6
1219.09,-834.76,90.49,,1219.09,794.58,2.36,,-1629.34
1219.1,-835.51,90.49,,1219.1,794.56,2.36,,-1630.07
1219.11,-836.27,90.5,,1219.11,794.55,2.36,,-1630.82
1219.12,-837.02,90.5,,1219.12,794.54,2.36,,-1631.56
1219.13,-837.78,90.51,,1219.13,794.52,2.36,,-1632.3
1219.14,-838.53,90.51,,1219.14,794.51,2.36,,-1633.04
1219.15,-839.29,90.52,,1219.15,794.5,2.36,,-1633.79
1219.16,-840.05,90.52,,1219.16,794.48,2.36,,-1634.53
1219.17,-840.81,90.53,,1219.17,794.47,2.36,,-1635.28
1219.18,-841.56,90.53,,1219.18,794.46,2.36,,-1636.02
1219.19,-842.33,90.54,,1219.19,794.45,2.36,,-1636.78
1219.2,-843.09,90.54,,1219.2,794.43,2.36,,-1637.52
1219.21,-843.85,90.55,,1219.21,794.42,2.36,,-1638.27
1219.22,-844.61,90.55,,1219.22,794.41,2.36,,-1639.02
1219.23,-845.38,90.56,,1219.23,794.39,2.36,,-1639.77
1219.24,-846.14,90.57,,1219.24,794.38,2.36,,-1640.52
1219.25,-846.91,90.57,,1219.25,794.37,2.36,,-1641.28
1219.26,-847.68,90.58,,1219.26,794.35,2.36,,-1642.03
1219.27,-848.44,90.58,,1219.27,794.34,2.36,,-1642.78
1219.28,-849.21,90.59,,1219.28,794.33,2.36,,-1643.54
1219.29,-849.98,90.59,,1219.29,794.31,2.36,,-1644.29
1219.3,-850.75,90.6,,1219.3,794.3,2.36,,-1645.05
1219.31,-851.53,90.6,,1219.31,794.29,2.36,,-1645.82
1219.32,-852.3,90.61,,1219.32,794.27,2.36,,-1646.57
1219.33,-853.07,90.61,,1219.33,794.26,2.36,,-1647.33
1219.34,-853.85,90.62,,1219.34,794.25,2.36,,-1648.1
1219.35,-854.63,90.62,,1219.35,794.23,2.36,,-1648.86
1219.36,-855.4,90.63,,1219.36,794.22,2.36,,-1649.62
1219.37,-856.18,90.64,,1219.37,794.21,2.36,,-1650.39
1219.38,-856.96,90.64,,1219.38,794.2,2.36,,-1651.16
1219.39,-857.74,90.65,,1219.39,794.18,2.36,,-1651.92
1219.4,-858.52,90.65,,1219.4,794.17,2.36,,-1652.69
1219.41,-859.3,90.66,,1219.41,794.16,2.36,,-1653.46
1219.42,-860.09,90.66,,1219.42,794.14,2.36,,-1654.23
1219.43,-860.87,90.67,,1219.43,794.13,2.36,,-1655
1219.44,-861.66,90.67,,1219.44,794.12,2.36,,-1655.78
1219.45,-862.44,90.68,,1219.45,794.1,2.36,,-1656.54
1219.46,-863.23,90.69,,1219.46,794.09,2.36,,-1657.32
1219.47,-864.02,90.69,,1219.47,794.08,2.36,,-1658.1
1219.48,-864.81,90.7,,1219.48,794.06,2.36,,-1658.87
1219.49,-865.6,90.7,,1219.49,794.05,2.36,,-1659.65
1219.5,-866.39,90.71,,1219.5,794.04,2.36,,-1660.43
1219.51,-867.18,90.71,,1219.51,794.02,2.36,,-1661.2
1219.52,-867.98,90.72,,1219.52,794.01,2.36,,-1661.99
1219.53,-868.77,90.72,,1219.53,794,2.36,,-1662.77
1219.54,-869.57,90.73,,1219.54,793.98,2.36,,-1663.55
1219.55,-870.37,90.74,,1219.55,793.97,2.36,,-1664.34
1219.56,-871.17,90.74,,1219.56,793.96,2.36,,-1665.13
1219.57,-871.96,90.75,,1219.57,793.94,2.36,,-1665.9
1219.58,-872.77,90.75,,1219.58,793.93,2.36,,-1666.7
1219.59,-873.57,90.76,,1219.59,793.92,2.36,,-1667.49
1219.6,-874.37,90.76,,1219.6,793.91,2.36,,-1668.28
1219.61,-875.17,90.77,,1219.61,793.89,2.36,,-1669.06
1219.62,-875.98,90.78,,1219.62,793.88,2.36,,-1669.86
1219.63,-876.78,90.78,,1219.63,793.87,2.36,,-1670.65
1219.64,-877.59,90.79,,1219.64,793.85,2.36,,-1671.44
1219.65,-878.4,90.79,,1219.65,793.84,2.36,,-1672.24
1219.66,-879.21,90.8,,1219.66,793.83,2.36,,-1673.04
1219.67,-880.02,90.8,,1219.67,793.81,2.36,,-1673.83
1219.68,-880.83,90.81,,1219.68,793.8,2.36,,-1674.63
1219.69,-881.64,90.82,,1219.69,793.79,2.36,,-1675.43
1219.7,-882.46,90.82,,1219.7,793.77,2.36,,-1676.23
1219.71,-883.27,90.83,,1219.71,793.76,2.35,,-1677.03
1219.72,-884.09,90.83,,1219.72,793.75,2.35,,-1677.84
1219.73,-884.91,90.84,,1219.73,793.73,2.35,,-1678.64
1219.74,-885.73,90.84,,1219.74,793.72,2.35,,-1679.45
1219.75,-886.55,90.85,,1219.75,793.71,2.35,,-1680.26
1219.76,-887.37,90.86,,1219.76,793.7,2.35,,-1681.07
1219.77,-888.19,90.86,,1219.77,793.68,2.35,,-1681.87
1219.78,-889.01,90.87,,1219.78,793.67,2.35,,-1682.68
1219.79,-889.84,90.87,,1219.79,793.66,2.35,,-1683.5
1219.8,-890.66,90.88,,1219.8,793.64,2.35,,-1684.3
1219.81,-891.49,90.88,,1219.81,793.63,2.35,,-1685.12
1219.82,-892.32,90.89,,1219.82,793.62,2.35,,-1685.94
1219.83,-893.15,90.9,,1219.83,793.6,2.35,,-1686.75
1219.84,-893.98,90.9,,1219.84,793.59,2.35,,-1687.57
1219.85,-894.81,90.91,,1219.85,793.58,2.35,,-1688.39
1219.86,-895.64,90.91,,1219.86,793.56,2.35,,-1689.2
1219.87,-896.48,90.92,,1219.87,793.55,2.35,,-1690.03
1219.88,-897.31,90.93,,1219.88,793.54,2.35,,-1690.85
1219.89,-898.15,90.93,,1219.89,793.52,2.35,,-1691.67
1219.9,-898.99,90.94,,1219.9,793.51,2.35,,-1692.5
1219.91,-899.82,90.94,,1219.91,793.5,2.35,,-1693.32
1219.92,-900.66,90.95,,1219.92,793.49,2.35,,-1694.15
1219.93,-901.51,90.95,,1219.93,793.47,2.35,,-1694.98
1219.94,-902.35,90.96,,1219.94,793.46,2.35,,-1695.81
1219.95,-903.19,90.97,,1219.95,793.45,2.35,,-1696.64
1219.96,-904.04,90.97,,1219.96,793.43,2.35,,-1697.47
1219.97,-904.89,90.98,,1219.97,793.42,2.35,,-1698.31
1219.98,-905.73,90.98,,1219.98,793.41,2.35,,-1699.14
1219.99,-906.58,90.99,,1219.99,793.39,2.35,,-1699.97
1220,-907.43,91,,1220,793.38,2.35,,-1700.81
1220.01,-908.28,91,,1220.01,793.37,2.35,,-1701.65
1220.02,-909.14,91.01,,1220.02,793.35,2.35,,-1702.49
1220.03,-909.99,91.01,,1220.03,793.34,2.35,,-1703.33
1220.04,-910.85,91.02,,1220.04,793.33,2.35,,-1704.18
1220.05,-911.7,91.03,,1220.05,793.31,2.35,,-1705.01
1220.06,-912.56,91.03,,1220.06,793.3,2.35,,-1705.86
1220.07,-913.42,91.04,,1220.07,793.29,2.35,,-1706.71
1220.08,-914.28,91.04,,1220.08,793.28,2.35,,-1707.56
1220.09,-915.15,91.05,,1220.09,793.26,2.35,,-1708.41
1220.1,-916.01,91.06,,1220.1,793.25,2.35,,-1709.26
1220.11,-916.87,91.06,,1220.11,793.24,2.35,,-1710.11
1220.12,-917.74,91.07,,1220.12,793.22,2.35,,-1710.96
1220.13,-918.61,91.07,,1220.13,793.21,2.35,,-1711.82
1220.14,-919.48,91.08,,1220.14,793.2,2.35,,-1712.68
1220.15,-920.35,91.09,,1220.15,793.18,2.35,,-1713.53
1220.16,-921.22,91.09,,1220.16,793.17,2.35,,-1714.39
1220.17,-922.09,91.1,,1220.17,793.16,2.35,,-1715.25
1220.18,-922.96,91.11,,1220.18,793.14,2.35,,-1716.1
1220.19,-923.84,91.11,,1220.19,793.13,2.35,,-1716.97
1220.2,-924.72,91.12,,1220.2,793.12,2.35,,-1717.84
1220.21,-925.6,91.12,,1220.21,793.1,2.35,,-1718.7
1220.22,-926.48,91.13,,1220.22,793.09,2.35,,-1719.57
1220.23,-927.36,91.14,,1220.23,793.08,2.35,,-1720.44
1220.24,-928.24,91.14,,1220.24,793.07,2.35,,-1721.31
1220.25,-929.12,91.15,,1220.25,793.05,2.35,,-1722.17
1220.26,-930.01,91.15,,1220.26,793.04,2.35,,-1723.05
1220.27,-930.9,91.16,,1220.27,793.03,2.35,,-1723.93
1220.28,-931.78,91.17,,1220.28,793.01,2.35,,-1724.79
1220.29,-932.67,91.17,,1220.29,793,2.35,,-1725.67
1220.3,-933.56,91.18,,1220.3,792.99,2.35,,-1726.55
1220.31,-934.46,91.19,,1220.31,792.97,2.35,,-1727.43
1220.32,-935.35,91.19,,1220.32,792.96,2.35,,-1728.31
1220.33,-936.25,91.2,,1220.33,792.95,2.35,,-1729.2
1220.34,-937.14,91.2,,1220.34,792.93,2.35,,-1730.07
1220.35,-938.04,91.21,,1220.35,792.92,2.35,,-1730.96
1220.36,-938.94,91.22,,1220.36,792.91,2.35,,-1731.85
1220.37,-939.84,91.22,,1220.37,792.9,2.35,,-1732.74
1220.38,-940.75,91.23,,1220.38,792.88,2.35,,-1733.63
1220.39,-941.65,91.24,,1220.39,792.87,2.35,,-1734.52
1220.4,-942.56,91.24,,1220.4,792.86,2.35,,-1735.42
1220.41,-943.46,91.25,,1220.41,792.84,2.35,,-1736.3
1220.42,-944.37,91.26,,1220.42,792.83,2.35,,-1737.2
1220.43,-945.28,91.26,,1220.43,792.82,2.35,,-1738.1
1220.44,-946.19,91.27,,1220.44,792.8,2.35,,-1738.99
1220.45,-947.11,91.27,,1220.45,792.79,2.35,,-1739.9
1220.46,-948.02,91.28,,1220.46,792.78,2.35,,-1740.8
1220.47,-948.94,91.29,,1220.47,792.76,2.35,,-1741.7
1220.48,-949.85,91.29,,1220.48,792.75,2.35,,-1742.6
1220.49,-950.77,91.3,,1220.49,792.74,2.35,,-1743.51
1220.5,-951.69,91.31,,1220.5,792.72,2.35,,-1744.41
1220.51,-952.62,91.31,,1220.51,792.71,2.35,,-1745.33
1220.52,-953.54,91.32,,1220.52,792.7,2.35,,-1746.24
1220.53,-954.47,91.33,,1220.53,792.69,2.35,,-1747.16
1220.54,-955.39,91.33,,1220.54,792.67,2.35,,-1748.06
1220.55,-956.32,91.34,,1220.55,792.66,2.35,,-1748.98
1220.56,-957.25,91.35,,1220.56,792.65,2.35,,-1749.9
1220.57,-958.18,91.35,,1220.57,792.63,2.35,,-1750.81
1220.58,-959.12,91.36,,1220.58,792.62,2.35,,-1751.74
1220.59,-960.05,91.36,,1220.59,792.61,2.35,,-1752.66
1220.6,-960.99,91.37,,1220.6,792.59,2.35,,-1753.58
1220.61,-961.92,91.38,,1220.61,792.58,2.35,,-1754.5
1220.62,-962.86,91.38,,1220.62,792.57,2.35,,-1755.43
1220.63,-963.81,91.39,,1220.63,792.55,2.35,,-1756.36
1220.64,-964.75,91.4,,1220.64,792.54,2.35,,-1757.29
1220.65,-965.69,91.4,,1220.65,792.53,2.35,,-1758.22
1220.66,-966.64,91.41,,1220.66,792.52,2.35,,-1759.16
1220.67,-967.59,91.42,,1220.67,792.5,2.35,,-1760.09
1220.68,-968.54,91.42,,1220.68,792.49,2.35,,-1761.03
1220.69,-969.49,91.43,,1220.69,792.48,2.35,,-1761.97
1220.7,-970.44,91.44,,1220.7,792.46,2.35,,-1762.9
1220.71,-971.39,91.44,,1220.71,792.45,2.35,,-1763.84
1220.72,-972.35,91.45,,1220.72,792.44,2.35,,-1764.79
1220.73,-973.31,91.46,,1220.73,792.42,2.35,,-1765.73
1220.74,-974.27,91.46,,1220.74,792.41,2.35,,-1766.68
1220.75,-975.23,91.47,,1220.75,792.4,2.35,,-1767.63
1220.76,-976.19,91.48,,1220.76,792.39,2.35,,-1768.58
1220.77,-977.15,91.48,,1220.77,792.37,2.35,,-1769.52
1220.78,-978.12,91.49,,1220.78,792.36,2.35,,-1770.48
1220.79,-979.09,91.5,,1220.79,792.35,2.35,,-1771.44
1220.8,-980.06,91.5,,1220.8,792.33,2.35,,-1772.39
1220.81,-981.03,91.51,,1220.81,792.32,2.35,,-1773.35
1220.82,-982,91.52,,1220.82,792.31,2.35,,-1774.31
1220.83,-982.98,91.52,,1220.83,792.29,2.35,,-1775.27
1220.84,-983.95,91.53,,1220.84,792.28,2.35,,-1776.23
1220.85,-984.93,91.54,,1220.85,792.27,2.35,,-1777.2
1220.86,-985.91,91.55,,1220.86,792.25,2.35,,-1778.16
1220.87,-986.89,91.55,,1220.87,792.24,2.35,,-1779.13
1220.88,-987.88,91.56,,1220.88,792.23,2.35,,-1780.11
1220.89,-988.86,91.57,,1220.89,792.22,2.35,,-1781.08
1220.9,-989.85,91.57,,1220.9,792.2,2.35,,-1782.05
1220.91,-990.84,91.58,,1220.91,792.19,2.35,,-1783.03
1220.92,-991.83,91.59,,1220.92,792.18,2.35,,-1784.01
1220.93,-992.82,91.59,,1220.93,792.16,2.35,,-1784.98
1220.94,-993.81,91.6,,1220.94,792.15,2.35,,-1785.96
1220.95,-994.81,91.61,,1220.95,792.14,2.35,,-1786.95
1220.96,-995.81,91.61,,1220.96,792.12,2.35,,-1787.93
1220.97,-996.81,91.62,,1220.97,792.11,2.35,,-1788.92
1220.98,-997.81,91.63,,1220.98,792.1,2.35,,-1789.91
1220.99,-998.81,91.64,,1220.99,792.08,2.35,,-1790.89
1221,-999.82,91.64,,1221,792.07,2.35,,-1791.89
1221.01,-1000.82,91.65,,1221.01,792.06,2.35,,-1792.88
1221.02,-1001.83,91.66,,1221.02,792.05,2.35,,-1793.88
1221.03,-1002.84,91.66,,1221.03,792.03,2.35,,-1794.87
1221.04,-1003.85,91.67,,1221.04,792.02,2.35,,-1795.87
1221.05,-1004.87,91.68,,1221.05,792.01,2.35,,-1796.88
1221.06,-1005.88,91.68,,1221.06,791.99,2.35,,-1797.87
1221.07,-1006.9,91.69,,1221.07,791.98,2.35,,-1798.88
1221.08,-1007.92,91.7,,1221.08,791.97,2.35,,-1799.89
1221.09,-1008.94,91.71,,1221.09,791.95,2.35,,-1800.89
1221.1,-1009.97,91.71,,1221.1,791.94,2.35,,-1801.91
1221.11,-1010.99,91.72,,1221.11,791.93,2.35,,-1802.92
1221.12,-1012.02,91.73,,1221.12,791.92,2.35,,-1803.94
1221.13,-1013.05,91.73,,1221.13,791.9,2.35,,-1804.95
1221.14,-1014.08,91.74,,1221.14,791.89,2.35,,-1805.97
1221.15,-1015.12,91.75,,1221.15,791.88,2.35,,-1807
1221.16,-1016.15,91.76,,1221.16,791.86,2.35,,-1808.01
1221.17,-1017.19,91.76,,1221.17,791.85,2.35,,-1809.04
1221.18,-1018.23,91.77,,1221.18,791.84,2.35,,-1810.07
1221.19,-1019.27,91.78,,1221.19,791.82,2.35,,-1811.09
1221.2,-1020.31,91.78,,1221.2,791.81,2.35,,-1812.12
1221.21,-1021.36,91.79,,1221.21,791.8,2.35,,-1813.16
1221.22,-1022.41,91.8,,1221.22,791.78,2.35,,-1814.19
1221.23,-1023.46,91.81,,1221.23,791.77,2.35,,-1815.23
1221.24,-1024.51,91.81,,1221.24,791.76,2.35,,-1816.27
1221.25,-1025.56,91.82,,1221.25,791.75,2.35,,-1817.31
1221.26,-1026.62,91.83,,1221.26,791.73,2.35,,-1818.35
1221.27,-1027.67,91.84,,1221.27,791.72,2.35,,-1819.39
1221.28,-1028.73,91.84,,1221.28,791.71,2.35,,-1820.44
1221.29,-1029.79,91.85,,1221.29,791.69,2.35,,-1821.48
1221.3,-1030.86,91.86,,1221.3,791.68,2.35,,-1822.54
1221.31,-1031.92,91.87,,1221.31,791.67,2.35,,-1823.59
1221.32,-1032.99,91.87,,1221.32,791.65,2.35,,-1824.64
1221.33,-1034.06,91.88,,1221.33,791.64,2.35,,-1825.7
1221.34,-1035.13,91.89,,1221.34,791.63,2.35,,-1826.76
1221.35,-1036.21,91.9,,1221.35,791.62,2.35,,-1827.83
1221.36,-1037.28,91.9,,1221.36,791.6,2.35,,-1828.88
1221.37,-1038.36,91.91,,1221.37,791.59,2.35,,-1829.95
1221.38,-1039.44,91.92,,1221.38,791.58,2.35,,-1831.02
1221.39,-1040.52,91.93,,1221.39,791.56,2.35,,-1832.08
1221.4,-1041.61,91.93,,1221.4,791.55,2.35,,-1833.16
1221.41,-1042.7,91.94,,1221.41,791.54,2.35,,-1834.24
1221.42,-1043.78,91.95,,1221.42,791.52,2.35,,-1835.3
1221.43,-1044.88,91.96,,1221.43,791.51,2.35,,-1836.39
1221.44,-1045.97,91.96,,1221.44,791.5,2.35,,-1837.47
1221.45,-1047.06,91.97,,1221.45,791.49,2.35,,-1838.55
1221.46,-1048.16,91.98,,1221.46,791.47,2.35,,-1839.63
1221.47,-1049.26,91.99,,1221.47,791.46,2.35,,-1840.72
1221.48,-1050.36,91.99,,1221.48,791.45,2.35,,-1841.81
1221.49,-1051.47,92,,1221.49,791.43,2.35,,-1842.9
1221.5,-1052.57,92.01,,1221.5,791.42,2.35,,-1843.99
1221.51,-1053.68,92.02,,1221.51,791.41,2.35,,-1845.09
1221.52,-1054.79,92.02,,1221.52,791.39,2.35,,-1846.18
1221.53,-1055.91,92.03,,1221.53,791.38,2.35,,-1847.29
1221.54,-1057.02,92.04,,1221.54,791.37,2.35,,-1848.39
1221.55,-1058.14,92.05,,1221.55,791.36,2.35,,-1849.5
1221.56,-1059.26,92.06,,1221.56,791.34,2.35,,-1850.6
1221.57,-1060.38,92.06,,1221.57,791.33,2.35,,-1851.71
1221.58,-1061.51,92.07,,1221.58,791.32,2.35,,-1852.83
1221.59,-1062.63,92.08,,1221.59,791.3,2.35,,-1853.93
1221.6,-1063.76,92.09,,1221.6,791.29,2.35,,-1855.05
1221.61,-1064.89,92.09,,1221.61,791.28,2.35,,-1856.17
1221.62,-1066.03,92.1,,1221.62,791.26,2.35,,-1857.29
1221.63,-1067.16,92.11,,1221.63,791.25,2.35,,-1858.41
1221.64,-1068.3,92.12,,1221.64,791.24,2.35,,-1859.54
1221.65,-1069.44,92.13,,1221.65,791.23,2.35,,-1860.67
1221.66,-1070.59,92.13,,1221.66,791.21,2.35,,-1861.8
1221.67,-1071.73,92.14,,1221.67,791.2,2.35,,-1862.93
1221.68,-1072.88,92.15,,1221.68,791.19,2.35,,-1864.07
1221.69,-1074.03,92.16,,1221.69,791.17,2.35,,-1865.2
1221.7,-1075.18,92.17,,1221.7,791.16,2.35,,-1866.34
1221.71,-1076.34,92.17,,1221.71,791.15,2.35,,-1867.49
1221.72,-1077.5,92.18,,1221.72,791.13,2.35,,-1868.63
1221.73,-1078.66,92.19,,1221.73,791.12,2.35,,-1869.78
1221.74,-1079.82,92.2,,1221.74,791.11,2.35,,-1870.93
1221.75,-1080.98,92.21,,1221.75,791.1,2.35,,-1872.08
1221.76,-1082.15,92.21,,1221.76,791.08,2.35,,-1873.23
1221.77,-1083.32,92.22,,1221.77,791.07,2.35,,-1874.39
1221.78,-1084.49,92.23,,1221.78,791.06,2.35,,-1875.55
1221.79,-1085.67,92.24,,1221.79,791.04,2.35,,-1876.71
1221.8,-1086.85,92.25,,1221.8,791.03,2.35,,-1877.88
1221.81,-1088.03,92.25,,1221.81,791.02,2.35,,-1879.05
1221.82,-1089.21,92.26,,1221.82,791,2.35,,-1880.21
1221.83,-1090.39,92.27,,1221.83,790.99,2.35,,-1881.38
1221.84,-1091.58,92.28,,1221.84,790.98,2.35,,-1882.56
1221.85,-1092.77,92.29,,1221.85,790.97,2.35,,-1883.74
1221.86,-1093.96,92.3,,1221.86,790.95,2.35,,-1884.91
1221.87,-1095.16,92.3,,1221.87,790.94,2.35,,-1886.1
1221.88,-1096.36,92.31,,1221.88,790.93,2.35,,-1887.29
1221.89,-1097.56,92.32,,1221.89,790.91,2.35,,-1888.47
1221.9,-1098.76,92.33,,1221.9,790.9,2.35,,-1889.66
1221.91,-1099.97,92.34,,1221.91,790.89,2.35,,-1890.86
1221.92,-1101.17,92.35,,1221.92,790.87,2.35,,-1892.04
1221.93,-1102.38,92.35,,1221.93,790.86,2.35,,-1893.24
1221.94,-1103.6,92.36,,1221.94,790.85,2.35,,-1894.45
1221.95,-1104.81,92.37,,1221.95,790.84,2.35,,-1895.65
1221.96,-1106.03,92.38,,1221.96,790.82,2.35,,-1896.85
1221.97,-1107.25,92.39,,1221.97,790.81,2.35,,-1898.06
1221.98,-1108.48,92.4,,1221.98,790.8,2.35,,-1899.28
1221.99,-1109.7,92.4,,1221.99,790.78,2.35,,-1900.48
1222,-1110.93,92.41,,1222,790.77,2.35,,-1901.7
1222.01,-1112.17,92.42,,1222.01,790.76,2.35,,-1902.93
1222.02,-1113.4,92.43,,1222.02,790.75,2.35,,-1904.15
1222.03,-1114.64,92.44,,1222.03,790.73,2.35,,-1905.37
1222.04,-1115.88,92.45,,1222.04,790.72,2.35,,-1906.6
1222.05,-1117.12,92.46,,1222.05,790.71,2.35,,-1907.83
1222.06,-1118.37,92.46,,1222.06,790.69,2.35,,-1909.06
1222.07,-1119.62,92.47,,1222.07,790.68,2.35,,-1910.3
1222.08,-1120.87,92.48,,1222.08,790.67,2.35,,-1911.54
1222.09,-1122.12,92.49,,1222.09,790.65,2.35,,-1912.77
1222.1,-1123.38,92.5,,1222.1,790.64,2.35,,-1914.02
1222.11,-1124.64,92.51,,1222.11,790.63,2.35,,-1915.27
1222.12,-1125.9,92.52,,1222.12,790.62,2.34,,-1916.52
1222.13,-1127.17,92.53,,1222.13,790.6,2.34,,-1917.77
1222.14,-1128.44,92.53,,1222.14,790.59,2.34,,-1919.03
1222.15,-1129.71,92.54,,1222.15,790.58,2.34,,-1920.29
1222.16,-1130.98,92.55,,1222.16,790.56,2.34,,-1921.54
1222.17,-1132.26,92.56,,1222.17,790.55,2.34,,-1922.81
1222.18,-1133.54,92.57,,1222.18,790.54,2.34,,-1924.08
1222.19,-1134.82,92.58,,1222.19,790.52,2.34,,-1925.34
1222.2,-1136.11,92.59,,1222.2,790.51,2.34,,-1926.62
1222.21,-1137.4,92.6,,1222.21,790.5,2.34,,-1927.9
1222.22,-1138.69,92.6,,1222.22,790.49,2.34,,-1929.18
1222.23,-1139.98,92.61,,1222.23,790.47,2.34,,-1930.45
1222.24,-1141.28,92.62,,1222.24,790.46,2.34,,-1931.74
1222.25,-1142.58,92.63,,1222.25,790.45,2.34,,-1933.03
1222.26,-1143.88,92.64,,1222.26,790.43,2.34,,-1934.31
1222.27,-1145.19,92.65,,1222.27,790.42,2.34,,-1935.61
1222.28,-1146.5,92.66,,1222.28,790.41,2.34,,-1936.91
1222.29,-1147.81,92.67,,1222.29,790.4,2.34,,-1938.21
1222.3,-1149.13,92.68,,1222.3,790.38,2.34,,-1939.51
1222.31,-1150.45,92.69,,1222.31,790.37,2.34,,-1940.82
1222.32,-1151.77,92.7,,1222.32,790.36,2.34,,-1942.13
1222.33,-1153.09,92.7,,1222.33,790.34,2.34,,-1943.43
1222.34,-1154.42,92.71,,1222.34,790.33,2.34,,-1944.75
1222.35,-1155.75,92.72,,1222.35,790.32,2.34,,-1946.07
1222.36,-1157.09,92.73,,1222.36,790.3,2.34,,-1947.39
1222.37,-1158.43,92.74,,1222.37,790.29,2.34,,-1948.72
1222.38,-1159.77,92.75,,1222.38,790.28,2.34,,-1950.05
1222.39,-1161.11,92.76,,1222.39,790.27,2.34,,-1951.38
1222.4,-1162.46,92.77,,1222.4,790.25,2.34,,-1952.71
1222.41,-1163.81,92.78,,1222.41,790.24,2.34,,-1954.05
1222.42,-1165.16,92.79,,1222.42,790.23,2.34,,-1955.39
1222.43,-1166.52,92.8,,1222.43,790.21,2.34,,-1956.73
1222.44,-1167.88,92.81,,1222.44,790.2,2.34,,-1958.08
1222.45,-1169.24,92.82,,1222.45,790.19,2.34,,-1959.43
1222.46,-1170.61,92.83,,1222.46,790.18,2.34,,-1960.79
1222.47,-1171.98,92.84,,1222.47,790.16,2.34,,-1962.14
1222.48,-1173.35,92.84,,1222.48,790.15,2.34,,-1963.5
1222.49,-1174.73,92.85,,1222.49,790.14,2.34,,-1964.87
1222.5,-1176.1,92.86,,1222.5,790.12,2.34,,-1966.22
1222.51,-1177.49,92.87,,1222.51,790.11,2.34,,-1967.6
1222.52,-1178.87,92.88,,1222.52,790.1,2.34,,-1968.97
1222.53,-1180.26,92.89,,1222.53,790.08,2.34,,-1970.34
1222.54,-1181.66,92.9,,1222.54,790.07,2.34,,-1971.73
1222.55,-1183.05,92.91,,1222.55,790.06,2.34,,-1973.11
1222.56,-1184.45,92.92,,1222.56,790.05,2.34,,-1974.5
1222.57,-1185.86,92.93,,1222.57,790.03,2.34,,-1975.89
1222.58,-1187.26,92.94,,1222.58,790.02,2.34,,-1977.28
1222.59,-1188.67,92.95,,1222.59,790.01,2.34,,-1978.68
1222.6,-1190.09,92.96,,1222.6,789.99,2.34,,-1980.08
1222.61,-1191.5,92.97,,1222.61,789.98,2.34,,-1981.48
1222.62,-1192.92,92.98,,1222.62,789.97,2.34,,-1982.89
1222.63,-1194.35,92.99,,1222.63,789.96,2.34,,-1984.31
1222.64,-1195.78,93,,1222.64,789.94,2.34,,-1985.72
1222.65,-1197.21,93.01,,1222.65,789.93,2.34,,-1987.14
1222.66,-1198.64,93.02,,1222.66,789.92,2.34,,-1988.56
1222.67,-1200.08,93.03,,1222.67,789.9,2.34,,-1989.98
1222.68,-1201.52,93.04,,1222.68,789.89,2.34,,-1991.41
1222.69,-1202.97,93.05,,1222.69,789.88,2.34,,-1992.85
1222.7,-1204.42,93.06,,1222.7,789.87,2.34,,-1994.29
1222.71,-1205.87,93.07,,1222.71,789.85,2.34,,-1995.72
1222.72,-1207.32,93.08,,1222.72,789.84,2.34,,-1997.16
1222.73,-1208.78,93.09,,1222.73,789.83,2.34,,-1998.61
1222.74,-1210.25,93.1,,1222.74,789.81,2.34,,-2000.06
1222.75,-1211.71,93.11,,1222.75,789.8,2.34,,-2001.51
1222.76,-1213.19,93.12,,1222.76,789.79,2.34,,-2002.98
1222.77,-1214.66,93.13,,1222.77,789.77,2.34,,-2004.43
1222.78,-1216.14,93.14,,1222.78,789.76,2.34,,-2005.9
1222.79,-1217.62,93.15,,1222.79,789.75,2.34,,-2007.37
1222.8,-1219.11,93.16,,1222.8,789.74,2.34,,-2008.85
1222.81,-1220.6,93.17,,1222.81,789.72,2.34,,-2010.32
1222.82,-1222.09,93.18,,1222.82,789.71,2.34,,-2011.8
1222.83,-1223.59,93.19,,1222.83,789.7,2.34,,-2013.29
1222.84,-1225.09,93.2,,1222.84,789.68,2.34,,-2014.77
