wavelength,polarizability,Uncertainty
600,-1869.4,65.55
600.01,-1884.69,65.95
600.02,-1900.24,66.36
600.03,-1916.06,66.78
600.04,-1932.14,67.21
600.05,-1948.49,67.64
600.06,-1965.13,68.08
600.07,-1982.06,68.53
600.08,-1999.29,68.99
600.09,-2016.82,69.46
600.1,-2034.66,69.94
600.11,-2052.83,70.42
600.12,-2071.33,70.92
600.13,-2090.16,71.43
600.14,-2109.35,71.95
600.15,-2128.89,72.48
600.16,-2148.81,73.02
600.17,-2169.11,73.57
600.18,-2189.79,74.14
600.19,-2210.88,74.71
600.2,-2232.38,75.3
600.21,-2254.32,75.91
600.22,-2276.69,76.52
600.23,-2299.51,77.15
600.24,-2322.8,77.8
600.25,-2346.57,78.45
600.26,-2370.84,79.13
600.27,-2395.62,79.82
600.28,-2420.93,80.52
600.29,-2446.78,81.24
600.3,-2473.2,81.98
600.31,-2500.2,82.74
600.32,-2527.81,83.52
600.33,-2556.04,84.31
600.34,-2584.91,85.13
600.35,-2614.44,85.96
600.36,-2644.67,86.82
600.37,-2675.61,87.69
600.38,-2707.29,88.6
600.39,-2739.73,89.52
600.4,-2772.97,90.47
600.41,-2807.04,91.44
600.42,-2841.96,92.44
600.43,-2877.76,93.47
600.44,-2914.49,94.52
600.45,-2952.18,95.61
600.46,-2990.87,96.72
600.47,-3030.59,97.87
600.48,-3071.39,99.05
600.49,-3113.31,100.27
600.5,-3156.41,101.52
600.51,-3200.72,102.8
600.52,-3246.31,104.13
600.53,-3293.23,105.5
600.54,-3341.53,106.91
600.55,-3391.29,108.37
600.56,-3442.56,109.87
600.57,-3495.42,111.42
600.58,-3549.94,113.02
600.59,-3606.2,114.68
600.6,-3664.29,116.39
600.61,-3724.3,118.16
600.62,-3786.32,119.99
600.63,-3850.46,121.89
600.64,-3916.83,123.86
600.65,-3985.54,125.9
600.66,-4056.72,128.01
600.67,-4130.52,130.2
600.68,-4207.06,132.48
600.69,-4286.52,134.85
600.7,-4369.06,137.32
600.71,-4454.87,139.88
600.72,-4544.13,142.55
600.73,-4637.07,145.34
600.74,-4733.92,148.24
600.75,-4834.93,151.28
600.76,-4940.37,154.44
600.77,-5050.55,157.76
600.78,-5165.78,161.23
600.79,-5286.42,164.87
600.8,-5412.88,168.68
600.81,-5545.56,172.69
600.82,-5684.96,176.91
600.83,-5831.58,181.34
600.84,-5986.01,186.02
600.85,-6148.89,190.96
600.86,-6320.94,196.18
600.87,-6502.94,201.71
600.88,-6695.79,207.57
600.89,-6900.48,213.79
600.9,-7118.15,220.42
600.91,-7350.07,227.48
600.92,-7597.68,235.03
600.93,-7862.64,243.11
600.94,-8146.83,251.79
600.95,-8452.43,261.12
600.96,-8781.95,271.19
600.97,-9138.31,282.09
600.98,-9524.94,293.92
600.99,-9945.86,306.8
601,-10405.84,320.89
601.01,-10910.59,336.36
601.02,-11466.99,353.42
601.03,-12083.38,372.32
601.04,-12770.01,393.39
601.05,-13539.63,417.02
601.06,-14408.26,443.69
601.07,-15396.3,474.05
601.08,-16530.19,508.89
601.09,-17844.83,549.31
601.1,-19387.16,596.73
601.11,-21221.94,653.16
601.12,-23441.07,721.43
601.13,-26179.47,805.7
601.14,-29643.54,912.31
601.15,-34165.8,1051.52
601.16,-40318.53,1240.95
601.17,-49177.46,1513.72
601.18,-63031.4,1940.35
601.19,-87763.49,2702.02
601.2,-144467.69,4448.43
601.21,-408461.11,12579.35
601.22,493341.16,15196.24
601.23,153759.38,4737.2
601.24,91059.65,2806.12
601.25,64677.05,1993.62
601.26,50144.06,1546.08
601.27,40941.43,1262.72
601.28,34591.03,1067.2
601.29,29944.77,924.17
601.3,26397.82,815
601.31,23601.31,728.95
601.32,21339.86,659.37
601.33,19473.31,601.96
601.34,17906.54,553.78
601.35,16572.69,512.77
601.36,15423.41,477.45
601.37,14422.87,446.71
601.38,13543.94,419.72
601.39,12765.74,395.82
601.4,12071.87,374.53
601.41,11449.34,355.43
601.42,10887.68,338.21
601.43,10378.37,322.6
601.44,9914.43,308.38
601.45,9490.05,295.39
601.46,9100.37,283.46
601.47,8741.31,272.48
601.48,8409.4,262.33
601.49,8101.66,252.93
601.5,7815.55,244.19
601.51,7548.87,236.05
601.52,7299.69,228.45
601.53,7066.36,221.34
601.54,6847.41,214.67
601.55,6641.54,208.4
601.56,6447.62,202.5
601.57,6264.64,196.94
601.58,6091.69,191.69
601.59,5927.98,186.72
601.6,5772.78,182.01
601.61,5625.45,177.55
601.62,5485.4,173.31
601.63,5352.1,169.27
601.64,5225.08,165.44
601.65,5103.91,161.78
601.66,4988.18,158.28
601.67,4877.55,154.95
601.68,4771.67,151.76
601.69,4670.26,148.71
601.7,4573.03,145.79
601.71,4479.73,142.98
601.72,4390.13,140.29
601.73,4304.01,137.71
601.74,4221.17,135.23
601.75,4141.43,132.85
601.76,4064.62,130.55
601.77,3990.57,128.34
601.78,3919.15,126.21
601.79,3850.21,124.16
601.8,3783.63,122.18
601.81,3719.29,120.27
601.82,3657.07,118.42
601.83,3596.88,116.64
601.84,3538.61,114.91
601.85,3482.18,113.24
601.86,3427.5,111.63
601.87,3374.49,110.06
601.88,3323.07,108.55
601.89,3273.18,107.08
601.9,3224.74,105.65
601.91,3177.7,104.27
601.92,3131.99,102.93
601.93,3087.56,101.63
601.94,3044.35,100.37
601.95,3002.32,99.14
601.96,2961.42,97.95
601.97,2921.6,96.79
601.98,2882.82,95.66
601.99,2845.04,94.56
602,2808.22,93.5
602.01,2772.33,92.46
602.02,2737.33,91.44
602.03,2703.18,90.46
602.04,2669.87,89.5
602.05,2637.35,88.56
602.06,2605.6,87.65
602.07,2574.6,86.76
602.08,2544.31,85.89
602.09,2514.71,85.04
602.1,2485.78,84.21
602.11,2457.49,83.41
602.12,2429.83,82.62
602.13,2402.78,81.85
602.14,2376.3,81.09
602.15,2350.4,80.36
602.16,2325.04,79.64
602.17,2300.21,78.94
602.18,2275.9,78.25
602.19,2252.08,77.58
602.2,2228.75,76.92
602.21,2205.88,76.28
602.22,2183.47,75.65
602.23,2161.5,75.04
602.24,2139.96,74.43
602.25,2118.83,73.84
602.26,2098.11,73.27
602.27,2077.78,72.7
602.28,2057.83,72.15
602.29,2038.25,71.6
602.3,2019.04,71.07
602.31,2000.17,70.55
602.32,1981.64,70.04
602.33,1963.45,69.54
602.34,1945.57,69.05
602.35,1928.02,68.56
602.36,1910.76,68.09
602.37,1893.81,67.63
602.38,1877.15,67.17
602.39,1860.77,66.72
602.4,1844.66,66.28
602.41,1828.82,65.85
602.42,1813.25,65.43
602.43,1797.93,65.02
602.44,1782.87,64.61
602.45,1768.04,64.21
602.46,1753.45,63.82
602.47,1739.1,63.43
602.48,1724.97,63.05
602.49,1711.06,62.68
602.5,1697.37,62.31
602.51,1683.89,61.95
602.52,1670.61,61.6
602.53,1657.54,61.25
602.54,1644.66,60.91
602.55,1631.97,60.57
602.56,1619.48,60.24
602.57,1607.16,59.91
602.58,1595.03,59.59
602.59,1583.07,59.28
602.6,1571.29,58.97
602.61,1559.67,58.66
602.62,1548.22,58.36
602.63,1536.93,58.07
602.64,1525.8,57.78
602.65,1514.82,57.49
602.66,1503.99,57.21
602.67,1493.31,56.93
602.68,1482.78,56.66
602.69,1472.39,56.39
602.7,1462.14,56.13
602.71,1452.02,55.87
602.72,1442.04,55.61
602.73,1432.19,55.36
602.74,1422.47,55.11
602.75,1412.88,54.86
602.76,1403.4,54.62
602.77,1394.05,54.38
602.78,1384.82,54.15
602.79,1375.71,53.91
602.8,1366.71,53.69
602.81,1357.82,53.46
602.82,1349.04,53.24
602.83,1340.37,53.02
602.84,1331.81,52.81
602.85,1323.35,52.59
602.86,1315,52.38
602.87,1306.74,52.18
602.88,1298.58,51.97
602.89,1290.52,51.77
602.9,1282.56,51.57
602.91,1274.69,51.38
602.92,1266.91,51.18
602.93,1259.22,50.99
602.94,1251.62,50.81
602.95,1244.1,50.62
602.96,1236.68,50.44
602.97,1229.33,50.26
602.98,1222.07,50.08
602.99,1214.89,49.9
603,1207.79,49.73
603.01,1200.77,49.56
603.02,1193.83,49.39
603.03,1186.96,49.22
603.04,1180.17,49.06
603.05,1173.45,48.89
603.06,1166.8,48.73
603.07,1160.22,48.57
603.08,1153.72,48.42
603.09,1147.28,48.26
603.1,1140.91,48.11
603.11,1134.61,47.96
603.12,1128.37,47.81
603.13,1122.2,47.66
603.14,1116.1,47.51
603.15,1110.05,47.37
603.16,1104.07,47.23
603.17,1098.14,47.09
603.18,1092.28,46.95
603.19,1086.48,46.81
603.2,1080.73,46.68
603.21,1075.04,46.54
603.22,1069.41,46.41
603.23,1063.83,46.28
603.24,1058.31,46.15
603.25,1052.84,46.02
603.26,1047.43,45.89
603.27,1042.07,45.77
603.28,1036.75,45.65
603.29,1031.49,45.52
603.3,1026.28,45.4
603.31,1021.12,45.28
603.32,1016.01,45.16
603.33,1010.94,45.05
603.34,1005.93,44.93
603.35,1000.96,44.82
603.36,996.03,44.7
603.37,991.15,44.59
603.38,986.32,44.48
603.39,981.53,44.37
603.4,976.78,44.26
603.41,972.08,44.16
603.42,967.41,44.05
603.43,962.79,43.94
603.44,958.21,43.84
603.45,953.68,43.74
603.46,949.18,43.64
603.47,944.72,43.54
603.48,940.3,43.44
603.49,935.92,43.34
603.5,931.57,43.24
603.51,927.27,43.14
603.52,923,43.05
603.53,918.77,42.95
603.54,914.57,42.86
603.55,910.41,42.77
603.56,906.28,42.67
603.57,902.19,42.58
603.58,898.14,42.49
603.59,894.11,42.4
603.6,890.12,42.32
603.61,886.17,42.23
603.62,882.24,42.14
603.63,878.35,42.06
603.64,874.49,41.97
603.65,870.66,41.89
603.66,866.86,41.8
603.67,863.1,41.72
603.68,859.36,41.64
603.69,855.65,41.56
603.7,851.97,41.48
603.71,848.33,41.4
603.72,844.71,41.32
603.73,841.11,41.24
603.74,837.55,41.17
603.75,834.02,41.09
603.76,830.51,41.01
603.77,827.03,40.94
603.78,823.57,40.86
603.79,820.15,40.79
603.8,816.74,40.72
603.81,813.37,40.65
603.82,810.02,40.57
603.83,806.7,40.5
603.84,803.4,40.43
603.85,800.12,40.36
603.86,796.87,40.29
603.87,793.64,40.22
603.88,790.44,40.16
603.89,787.26,40.09
603.9,784.11,40.02
603.91,780.98,39.96
603.92,777.87,39.89
603.93,774.78,39.82
603.94,771.72,39.76
603.95,768.67,39.7
603.96,765.65,39.63
603.97,762.65,39.57
603.98,759.68,39.51
603.99,756.72,39.45
604,753.79,39.38
604.01,750.87,39.32
604.02,747.98,39.26
604.03,745.1,39.2
604.04,742.25,39.14
604.05,739.41,39.09
604.06,736.6,39.03
604.07,733.81,38.97
604.08,731.03,38.91
604.09,728.27,38.85
604.1,725.54,38.8
604.11,722.82,38.74
604.12,720.12,38.69
604.13,717.43,38.63
604.14,714.77,38.58
604.15,712.12,38.52
604.16,709.49,38.47
604.17,706.88,38.41
604.18,704.29,38.36
604.19,701.71,38.31
604.2,699.15,38.26
604.21,696.61,38.2
604.22,694.08,38.15
604.23,691.57,38.1
604.24,689.08,38.05
604.25,686.6,38
604.26,684.14,37.95
604.27,681.69,37.9
604.28,679.26,37.85
604.29,676.85,37.8
604.3,674.45,37.76
604.31,672.06,37.71
604.32,669.69,37.66
604.33,667.34,37.61
604.34,665,37.57
604.35,662.68,37.52
604.36,660.37,37.47
604.37,658.07,37.43
604.38,655.79,37.38
604.39,653.52,37.34
604.4,651.27,37.29
604.41,649.03,37.25
604.42,646.8,37.2
604.43,644.59,37.16
604.44,642.39,37.11
604.45,640.21,37.07
604.46,638.04,37.03
604.47,635.88,36.99
604.48,633.73,36.94
604.49,631.6,36.9
604.5,629.48,36.86
604.51,627.37,36.82
604.52,625.27,36.78
604.53,623.19,36.73
604.54,621.12,36.69
604.55,619.06,36.65
604.56,617.02,36.61
604.57,614.98,36.57
604.58,612.96,36.53
604.59,610.95,36.49
604.6,608.95,36.46
604.61,606.96,36.42
604.62,604.98,36.38
604.63,603.02,36.34
604.64,601.07,36.3
604.65,599.12,36.26
604.66,597.19,36.23
604.67,595.27,36.19
604.68,593.36,36.15
604.69,591.46,36.11
604.7,589.57,36.08
604.71,587.69,36.04
604.72,585.83,36.01
604.73,583.97,35.97
604.74,582.12,35.93
604.75,580.29,35.9
604.76,578.46,35.86
604.77,576.64,35.83
604.78,574.84,35.79
604.79,573.04,35.76
604.8,571.25,35.72
604.81,569.48,35.69
604.82,567.71,35.66
604.83,565.95,35.62
604.84,564.2,35.59
604.85,562.46,35.55
604.86,560.73,35.52
604.87,559.01,35.49
604.88,557.3,35.46
604.89,555.6,35.42
604.9,553.91,35.39
604.91,552.22,35.36
604.92,550.55,35.33
604.93,548.88,35.3
604.94,547.22,35.26
604.95,545.57,35.23
604.96,543.93,35.2
604.97,542.3,35.17
604.98,540.68,35.14
604.99,539.06,35.11
605,537.45,35.08
605.01,535.86,35.05
605.02,534.27,35.02
605.03,532.68,34.99
605.04,531.11,34.96
605.05,529.54,34.93
605.06,527.98,34.9
605.07,526.43,34.87
605.08,524.89,34.84
605.09,523.35,34.81
605.1,521.83,34.78
605.11,520.31,34.75
605.12,518.8,34.72
605.13,517.29,34.7
605.14,515.79,34.67
605.15,514.3,34.64
605.16,512.82,34.61
605.17,511.35,34.58
605.18,509.88,34.56
605.19,508.42,34.53
605.2,506.96,34.5
605.21,505.52,34.47
605.22,504.08,34.45
605.23,502.64,34.42
605.24,501.22,34.39
605.25,499.8,34.37
605.26,498.39,34.34
605.27,496.98,34.31
605.28,495.58,34.29
605.29,494.19,34.26
605.3,492.81,34.24
605.31,491.43,34.21
605.32,490.05,34.19
605.33,488.69,34.16
605.34,487.33,34.13
605.35,485.98,34.11
605.36,484.63,34.08
605.37,483.29,34.06
605.38,481.96,34.03
605.39,480.63,34.01
605.4,479.31,33.98
605.41,477.99,33.96
605.42,476.68,33.94
605.43,475.38,33.91
605.44,474.08,33.89
605.45,472.79,33.86
605.46,471.5,33.84
605.47,470.22,33.82
605.48,468.95,33.79
605.49,467.68,33.77
605.5,466.41,33.75
605.51,465.16,33.72
605.52,463.91,33.7
605.53,462.66,33.68
605.54,461.42,33.65
605.55,460.19,33.63
605.56,458.96,33.61
605.57,457.73,33.58
605.58,456.51,33.56
605.59,455.3,33.54
605.6,454.09,33.52
605.61,452.89,33.49
605.62,451.69,33.47
605.63,450.5,33.45
605.64,449.31,33.43
605.65,448.13,33.41
605.66,446.96,33.39
605.67,445.79,33.36
605.68,444.62,33.34
605.69,443.46,33.32
605.7,442.3,33.3
605.71,441.15,33.28
605.72,440,33.26
605.73,438.86,33.24
605.74,437.73,33.21
605.75,436.59,33.19
605.76,435.47,33.17
605.77,434.34,33.15
605.78,433.23,33.13
605.79,432.11,33.11
605.8,431.01,33.09
605.81,429.9,33.07
605.82,428.8,33.05
605.83,427.71,33.03
605.84,426.62,33.01
605.85,425.53,32.99
605.86,424.45,32.97
605.87,423.38,32.95
605.88,422.31,32.93
605.89,421.24,32.91
605.9,420.18,32.89
605.91,419.12,32.87
605.92,418.06,32.85
605.93,417.01,32.83
605.94,415.97,32.81
605.95,414.92,32.79
605.96,413.89,32.78
605.97,412.85,32.76
605.98,411.82,32.74
605.99,410.8,32.72
606,409.78,32.7
606.01,408.76,32.68
606.02,407.75,32.66
606.03,406.74,32.64
606.04,405.74,32.63
606.05,404.74,32.61
606.06,403.74,32.59
606.07,402.75,32.57
606.08,401.76,32.55
606.09,400.77,32.53
606.1,399.79,32.52
606.11,398.81,32.5
606.12,397.84,32.48
606.13,396.87,32.46
606.14,395.9,32.45
606.15,394.94,32.43
606.16,393.98,32.41
606.17,393.03,32.39
606.18,392.08,32.37
606.19,391.13,32.36
606.2,390.19,32.34
606.21,389.25,32.32
606.22,388.31,32.31
606.23,387.38,32.29
606.24,386.45,32.27
606.25,385.52,32.25
606.26,384.6,32.24
606.27,383.68,32.22
606.28,382.76,32.2
606.29,381.85,32.19
606.3,380.94,32.17
606.31,380.04,32.15
606.32,379.14,32.14
606.33,378.24,32.12
606.34,377.34,32.1
606.35,376.45,32.09
606.36,375.56,32.07
606.37,374.68,32.05
606.38,373.79,32.04
606.39,372.92,32.02
606.4,372.04,32.01
606.41,371.17,31.99
606.42,370.3,31.97
606.43,369.43,31.96
606.44,368.57,31.94
606.45,367.71,31.93
606.46,366.85,31.91
606.47,366,31.89
606.48,365.15,31.88
606.49,364.3,31.86
606.5,363.46,31.85
606.51,362.62,31.83
606.52,361.78,31.82
606.53,360.94,31.8
606.54,360.11,31.79
606.55,359.28,31.77
606.56,358.45,31.76
606.57,357.63,31.74
606.58,356.81,31.73
606.59,355.99,31.71
606.6,355.18,31.7
606.61,354.37,31.68
606.62,353.56,31.67
606.63,352.75,31.65
606.64,351.95,31.64
606.65,351.15,31.62
606.66,350.35,31.61
606.67,349.55,31.59
606.68,348.76,31.58
606.69,347.97,31.56
606.7,347.18,31.55
606.71,346.4,31.53
606.72,345.62,31.52
606.73,344.84,31.5
606.74,344.06,31.49
606.75,343.29,31.48
606.76,342.52,31.46
606.77,341.75,31.45
606.78,340.99,31.43
606.79,340.22,31.42
606.8,339.46,31.4
606.81,338.7,31.39
606.82,337.95,31.38
606.83,337.2,31.36
606.84,336.45,31.35
606.85,335.7,31.33
606.86,334.95,31.32
606.87,334.21,31.31
606.88,333.47,31.29
606.89,332.73,31.28
606.9,332,31.27
606.91,331.26,31.25
606.92,330.53,31.24
606.93,329.81,31.22
606.94,329.08,31.21
606.95,328.36,31.2
606.96,327.64,31.18
606.97,326.92,31.17
606.98,326.2,31.16
606.99,325.49,31.14
607,324.77,31.13
607.01,324.07,31.12
607.02,323.36,31.1
607.03,322.65,31.09
607.04,321.95,31.08
607.05,321.25,31.06
607.06,320.55,31.05
607.07,319.86,31.04
607.08,319.16,31.03
607.09,318.47,31.01
607.1,317.78,31
607.11,317.1,30.99
607.12,316.41,30.97
607.13,315.73,30.96
607.14,315.05,30.95
607.15,314.37,30.94
607.16,313.69,30.92
607.17,313.02,30.91
607.18,312.35,30.9
607.19,311.68,30.89
607.2,311.01,30.87
607.21,310.35,30.86
607.22,309.68,30.85
607.23,309.02,30.84
607.24,308.36,30.82
607.25,307.7,30.81
607.26,307.05,30.8
607.27,306.4,30.79
607.28,305.74,30.77
607.29,305.09,30.76
607.3,304.45,30.75
607.31,303.8,30.74
607.32,303.16,30.72
607.33,302.52,30.71
607.34,301.88,30.7
607.35,301.24,30.69
607.36,300.6,30.68
607.37,299.97,30.66
607.38,299.34,30.65
607.39,298.71,30.64
607.4,298.08,30.63
607.41,297.46,30.62
607.42,296.83,30.6
607.43,296.21,30.59
607.44,295.59,30.58
607.45,294.97,30.57
607.46,294.35,30.56
607.47,293.74,30.55
607.48,293.13,30.53
607.49,292.51,30.52
607.5,291.91,30.51
607.51,291.3,30.5
607.52,290.69,30.49
607.53,290.09,30.48
607.54,289.49,30.46
607.55,288.89,30.45
607.56,288.29,30.44
607.57,287.69,30.43
607.58,287.09,30.42
607.59,286.5,30.41
607.6,285.91,30.4
607.61,285.32,30.38
607.62,284.73,30.37
607.63,284.14,30.36
607.64,283.56,30.35
607.65,282.98,30.34
607.66,282.39,30.33
607.67,281.81,30.32
607.68,281.24,30.31
607.69,280.66,30.3
607.7,280.08,30.28
607.71,279.51,30.27
607.72,278.94,30.26
607.73,278.37,30.25
607.74,277.8,30.24
607.75,277.23,30.23
607.76,276.67,30.22
607.77,276.1,30.21
607.78,275.54,30.2
607.79,274.98,30.19
607.8,274.42,30.17
607.81,273.87,30.16
607.82,273.31,30.15
607.83,272.76,30.14
607.84,272.2,30.13
607.85,271.65,30.12
607.86,271.1,30.11
607.87,270.55,30.1
607.88,270.01,30.09
607.89,269.46,30.08
607.9,268.92,30.07
607.91,268.38,30.06
607.92,267.84,30.05
607.93,267.3,30.04
607.94,266.76,30.03
607.95,266.22,30.02
607.96,265.69,30
607.97,265.15,29.99
607.98,264.62,29.98
607.99,264.09,29.97
608,263.56,29.96
608.01,263.03,29.95
608.02,262.51,29.94
608.03,261.98,29.93
608.04,261.46,29.92
608.05,260.94,29.91
608.06,260.42,29.9
608.07,259.9,29.89
608.08,259.38,29.88
608.09,258.87,29.87
608.1,258.35,29.86
608.11,257.84,29.85
608.12,257.32,29.84
608.13,256.81,29.83
608.14,256.3,29.82
608.15,255.8,29.81
608.16,255.29,29.8
608.17,254.78,29.79
608.18,254.28,29.78
608.19,253.78,29.77
608.2,253.27,29.76
608.21,252.77,29.75
608.22,252.28,29.74
608.23,251.78,29.73
608.24,251.28,29.72
608.25,250.79,29.71
608.26,250.29,29.7
608.27,249.8,29.69
608.28,249.31,29.68
608.29,248.82,29.67
608.3,248.33,29.66
608.31,247.84,29.65
608.32,247.36,29.64
608.33,246.87,29.63
608.34,246.39,29.62
608.35,245.9,29.61
608.36,245.42,29.6
608.37,244.94,29.59
608.38,244.46,29.58
608.39,243.99,29.58
608.4,243.51,29.57
608.41,243.04,29.56
608.42,242.56,29.55
608.43,242.09,29.54
608.44,241.62,29.53
608.45,241.15,29.52
608.46,240.68,29.51
608.47,240.21,29.5
608.48,239.74,29.49
608.49,239.28,29.48
608.5,238.81,29.47
608.51,238.35,29.46
608.52,237.89,29.45
608.53,237.42,29.44
608.54,236.96,29.43
608.55,236.51,29.42
608.56,236.05,29.42
608.57,235.59,29.41
608.58,235.14,29.4
608.59,234.68,29.39
608.6,234.23,29.38
608.61,233.78,29.37
608.62,233.32,29.36
608.63,232.87,29.35
608.64,232.43,29.34
608.65,231.98,29.33
608.66,231.53,29.32
608.67,231.09,29.31
608.68,230.64,29.31
608.69,230.2,29.3
608.7,229.75,29.29
608.71,229.31,29.28
608.72,228.87,29.27
608.73,228.43,29.26
608.74,228,29.25
608.75,227.56,29.24
608.76,227.12,29.23
608.77,226.69,29.22
608.78,226.25,29.22
608.79,225.82,29.21
608.8,225.39,29.2
608.81,224.96,29.19
608.82,224.53,29.18
608.83,224.1,29.17
608.84,223.67,29.16
608.85,223.24,29.15
608.86,222.82,29.14
608.87,222.39,29.14
608.88,221.97,29.13
608.89,221.55,29.12
608.9,221.12,29.11
608.91,220.7,29.1
608.92,220.28,29.09
608.93,219.86,29.08
608.94,219.45,29.07
608.95,219.03,29.07
608.96,218.61,29.06
608.97,218.2,29.05
608.98,217.78,29.04
608.99,217.37,29.03
609,216.96,29.02
609.01,216.55,29.01
609.02,216.14,29.01
609.03,215.73,29
609.04,215.32,28.99
609.05,214.91,28.98
609.06,214.5,28.97
609.07,214.1,28.96
609.08,213.69,28.95
609.09,213.29,28.95
609.1,212.89,28.94
609.11,212.48,28.93
609.12,212.08,28.92
609.13,211.68,28.91
609.14,211.28,28.9
609.15,210.88,28.9
609.16,210.49,28.89
609.17,210.09,28.88
609.18,209.69,28.87
609.19,209.3,28.86
609.2,208.9,28.85
609.21,208.51,28.84
609.22,208.12,28.84
609.23,207.73,28.83
609.24,207.34,28.82
609.25,206.95,28.81
609.26,206.56,28.8
609.27,206.17,28.8
609.28,205.78,28.79
609.29,205.4,28.78
609.3,205.01,28.77
609.31,204.63,28.76
609.32,204.24,28.75
609.33,203.86,28.75
609.34,203.48,28.74
609.35,203.1,28.73
609.36,202.71,28.72
609.37,202.34,28.71
609.38,201.96,28.71
609.39,201.58,28.7
609.4,201.2,28.69
609.41,200.82,28.68
609.42,200.45,28.67
609.43,200.07,28.66
609.44,199.7,28.66
609.45,199.33,28.65
609.46,198.95,28.64
609.47,198.58,28.63
609.48,198.21,28.62
609.49,197.84,28.62
609.5,197.47,28.61
609.51,197.1,28.6
609.52,196.74,28.59
609.53,196.37,28.58
609.54,196,28.58
609.55,195.64,28.57
609.56,195.27,28.56
609.57,194.91,28.55
609.58,194.55,28.55
609.59,194.18,28.54
609.6,193.82,28.53
609.61,193.46,28.52
609.62,193.1,28.51
609.63,192.74,28.51
609.64,192.38,28.5
609.65,192.03,28.49
609.66,191.67,28.48
609.67,191.31,28.47
609.68,190.96,28.47
609.69,190.6,28.46
609.7,190.25,28.45
609.71,189.89,28.44
609.72,189.54,28.44
609.73,189.19,28.43
609.74,188.84,28.42
609.75,188.49,28.41
609.76,188.14,28.4
609.77,187.79,28.4
609.78,187.44,28.39
609.79,187.09,28.38
609.8,186.75,28.37
609.81,186.4,28.37
609.82,186.05,28.36
609.83,185.71,28.35
609.84,185.36,28.34
609.85,185.02,28.34
609.86,184.68,28.33
609.87,184.34,28.32
609.88,183.99,28.31
609.89,183.65,28.31
609.9,183.31,28.3
609.91,182.97,28.29
609.92,182.64,28.28
609.93,182.3,28.28
609.94,181.96,28.27
609.95,181.62,28.26
609.96,181.29,28.25
609.97,180.95,28.25
609.98,180.62,28.24
609.99,180.28,28.23
610,179.95,28.22
610.01,179.62,28.22
610.02,179.28,28.21
610.03,178.95,28.2
610.04,178.62,28.19
610.05,178.29,28.19
610.06,177.96,28.18
610.07,177.63,28.17
610.08,177.31,28.16
610.09,176.98,28.16
610.1,176.65,28.15
610.11,176.32,28.14
610.12,176,28.13
610.13,175.67,28.13
610.14,175.35,28.12
610.15,175.03,28.11
610.16,174.7,28.1
610.17,174.38,28.1
610.18,174.06,28.09
610.19,173.74,28.08
610.2,173.42,28.08
610.21,173.1,28.07
610.22,172.78,28.06
610.23,172.46,28.05
610.24,172.14,28.05
610.25,171.82,28.04
610.26,171.5,28.03
610.27,171.19,28.02
610.28,170.87,28.02
610.29,170.56,28.01
610.3,170.24,28
610.31,169.93,28
610.32,169.61,27.99
610.33,169.3,27.98
610.34,168.99,27.97
610.35,168.68,27.97
610.36,168.37,27.96
610.37,168.06,27.95
610.38,167.74,27.95
610.39,167.44,27.94
610.4,167.13,27.93
610.41,166.82,27.92
610.42,166.51,27.92
610.43,166.2,27.91
610.44,165.9,27.9
610.45,165.59,27.9
610.46,165.29,27.89
610.47,164.98,27.88
610.48,164.68,27.87
610.49,164.37,27.87
610.5,164.07,27.86
610.51,163.77,27.85
610.52,163.46,27.85
610.53,163.16,27.84
610.54,162.86,27.83
610.55,162.56,27.83
610.56,162.26,27.82
610.57,161.96,27.81
610.58,161.66,27.8
610.59,161.36,27.8
610.6,161.07,27.79
610.61,160.77,27.78
610.62,160.47,27.78
610.63,160.18,27.77
610.64,159.88,27.76
610.65,159.58,27.76
610.66,159.29,27.75
610.67,159,27.74
610.68,158.7,27.74
610.69,158.41,27.73
610.7,158.12,27.72
610.71,157.82,27.71
610.72,157.53,27.71
610.73,157.24,27.7
610.74,156.95,27.69
610.75,156.66,27.69
610.76,156.37,27.68
610.77,156.08,27.67
610.78,155.79,27.67
610.79,155.51,27.66
610.8,155.22,27.65
610.81,154.93,27.65
610.82,154.65,27.64
610.83,154.36,27.63
610.84,154.07,27.63
610.85,153.79,27.62
610.86,153.51,27.61
610.87,153.22,27.61
610.88,152.94,27.6
610.89,152.65,27.59
610.9,152.37,27.59
610.91,152.09,27.58
610.92,151.81,27.57
610.93,151.53,27.57
610.94,151.25,27.56
610.95,150.97,27.55
610.96,150.69,27.55
610.97,150.41,27.54
610.98,150.13,27.53
610.99,149.85,27.53
611,149.57,27.52
611.01,149.3,27.51
611.02,149.02,27.51
611.03,148.74,27.5
611.04,148.47,27.49
611.05,148.19,27.49
611.06,147.92,27.48
611.07,147.64,27.47
611.08,147.37,27.47
611.09,147.1,27.46
611.1,146.82,27.45
611.11,146.55,27.45
611.12,146.28,27.44
611.13,146.01,27.43
611.14,145.73,27.43
611.15,145.46,27.42
611.16,145.19,27.41
611.17,144.92,27.41
611.18,144.65,27.4
611.19,144.38,27.39
611.2,144.12,27.39
611.21,143.85,27.38
611.22,143.58,27.37
611.23,143.31,27.37
611.24,143.05,27.36
611.25,142.78,27.35
611.26,142.51,27.35
611.27,142.25,27.34
611.28,141.98,27.33
611.29,141.72,27.33
